user,churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
49642,0,24.0,R,561.0,1,1,91,1,0,149,0,0,18,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,24.0,0.8,1
22378,0,41.0,na,595.0,1,0,45,1,0,76,0,0,12,1,1,1,1,0,0,Monthly,0,0,0,0,Cancer,0,0,27.0,0.9,1
57512,0,21.0,R,606.0,0,0,24,0,0,79,0,0,8,1,1,1,0,1,2,Weekly,0,0,0,0,Virgo,0,0,27.0,0.9,1
18683,0,50.0,R,541.0,0,0,98,0,0,268,0,0,25,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,57.0,1.9,0
67907,0,23.0,na,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Leo,0,0,,0.0,0
35924,0,30.0,na,602.0,0,0,39,0,0,60,0,0,1,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Gemini,1,0,30.0,1.0,0
46567,0,29.0,O,608.0,0,0,89,0,0,156,0,0,10,1,1,1,1,0,0,Weekly,0,0,0,0,Taurus,0,0,39.0,1.3,1
45115,0,25.0,na,532.0,0,0,3,0,0,14,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,3.0,0.1,1
12209,0,21.0,na,,0,0,15,0,0,180,0,0,5,1,0,0,1,0,2,Semi-Monthly,0,0,0,0,Libra,0,0,54.0,1.8,0
40560,0,59.0,na,,0,0,0,0,0,7,0,0,0,1,0,0,1,1,3,Bi-Weekly,0,0,0,0,Aries,0,0,,0.0,0
39606,0,34.0,R,601.0,0,0,0,0,1,231,0,0,27,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,76.0,2.53,0
10206,0,19.0,na,488.0,1,1,17,1,0,52,0,0,8,1,0,0,0,1,0,na,0,0,0,0,Sagittarius,0,0,11.0,0.85,0
4605,0,22.0,na,,6,4,40,6,0,52,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,14.0,0.47,1
8234,0,26.0,na,493.0,0,0,42,0,0,96,0,0,7,1,1,1,1,1,2,Weekly,0,0,0,0,Leo,0,0,32.0,1.0699999999999998,0
50244,0,29.0,R,,0,0,76,0,0,204,0,0,3,1,1,1,1,0,0,na,0,0,0,0,Aquarius,0,0,39.0,1.3,1
30802,0,24.0,R,472.0,2,0,46,2,0,104,0,0,1,1,0,0,1,0,0,na,0,0,0,0,na,0,0,24.0,0.8,0
41610,0,27.0,R,556.0,0,0,0,0,2,171,0,0,7,1,1,1,0,1,0,na,0,0,0,0,Cancer,0,0,61.0,2.03,0
39291,0,37.0,na,,0,0,12,0,0,15,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,10.0,0.53,0
18180,0,24.0,na,,0,0,20,0,0,48,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,14.0,0.64,0
63152,0,32.0,na,,3,0,7,3,0,10,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,4.0,0.5700000000000001,0
13799,0,25.0,R,441.0,0,0,156,0,0,258,0,0,18,1,0,0,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,58.0,1.93,0
18328,0,22.0,R,517.0,0,0,0,0,2,179,2,0,54,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,1,0,59.0,1.97,1
19219,0,44.0,na,611.0,55,1,69,55,0,273,0,0,40,1,0,0,0,1,0,na,0,0,0,0,Virgo,0,0,57.0,1.9,1
38033,0,52.0,R,650.0,0,0,80,0,0,244,0,0,11,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,na,0,0,71.0,2.37,1
6411,0,23.0,na,541.0,0,0,51,0,0,94,0,0,6,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,28.0,0.93,0
31011,0,23.0,R,588.0,0,0,20,0,0,124,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,43.0,1.4300000000000002,0
15047,0,25.0,na,550.0,0,0,39,0,0,75,0,0,4,1,0,0,0,1,0,na,0,0,0,0,Leo,0,0,26.0,0.87,0
49780,0,29.0,na,419.0,2,0,39,2,0,141,0,0,7,1,1,1,0,1,2,Weekly,0,0,0,0,Libra,0,0,38.0,1.27,1
3232,0,32.0,na,520.0,0,0,66,0,0,135,0,0,5,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Leo,0,0,39.0,1.3,0
36229,0,34.0,na,,0,0,98,0,0,218,0,0,7,1,0,0,1,0,0,na,0,0,0,0,Sagittarius,0,0,45.0,1.5,1
18520,0,39.0,R,,0,0,30,0,0,43,0,0,5,1,1,1,0,1,3,Semi-Monthly,0,0,0,0,Cancer,0,0,13.0,0.43,1
58872,0,32.0,na,,0,0,9,0,0,5,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,7.0,0.23,0
20906,0,25.0,na,541.0,44,2,72,42,0,170,0,0,5,1,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,1,0,49.0,1.63,0
27704,0,25.0,na,,0,0,2,0,0,12,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,2.0,0.0699999999999999,0
14039,0,29.0,na,554.0,1,0,57,1,0,172,0,0,10,1,0,0,1,0,0,Weekly,0,0,0,0,Scorpio,1,0,15.0,0.5,0
67692,0,26.0,na,,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,,0.0,0
6900,0,28.0,R,572.0,5,0,64,5,0,148,0,0,12,1,1,1,0,1,0,na,0,0,0,0,Virgo,0,0,33.0,1.1,0
69483,0,26.0,O,,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Sagittarius,0,0,1.0,0.5,1
44152,0,51.0,na,,0,0,76,0,0,83,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,61.0,2.03,1
50623,0,25.0,na,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,,0.0,0
35299,0,27.0,na,,0,0,2,0,0,3,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Aries,0,0,1.0,0.5,1
41982,0,24.0,R,466.0,5,0,45,5,0,58,0,0,5,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Leo,0,0,28.0,0.93,0
23946,0,35.0,R,508.0,0,0,0,0,0,172,0,0,8,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Scorpio,1,0,64.0,2.13,0
680,0,30.0,na,619.0,0,0,89,0,0,217,0,0,9,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,53.0,1.77,1
34033,0,25.0,na,573.0,0,0,0,0,0,129,0,0,5,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,56.0,1.87,0
53107,0,27.0,O,,0,0,4,0,0,1,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,1.0,0.03,0
50286,0,25.0,na,496.0,0,0,26,0,0,60,0,0,4,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,na,0,0,16.0,0.53,0
67741,0,38.0,R,,4,0,11,4,0,18,0,0,12,1,1,1,0,1,0,na,0,0,0,0,Pisces,0,0,3.0,0.75,1
61032,1,39.0,na,,0,0,3,0,0,5,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.0,0.1699999999999999,0
11374,0,33.0,na,,0,0,26,0,0,100,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,24.0,0.8,0
3143,0,21.0,na,,0,0,55,0,0,130,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,30.0,1.0,0
23834,0,65.0,O,,0,0,0,0,0,104,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,51.0,1.7,0
25041,0,32.0,na,605.0,43,4,63,42,0,197,0,0,45,1,0,0,1,0,2,Weekly,0,0,0,0,Sagittarius,0,0,47.0,1.5699999999999998,0
41587,0,62.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,,0.0,0
11328,0,25.0,O,724.0,1,0,168,0,0,150,0,0,14,1,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,30.0,0.0,1
16109,0,55.0,na,,0,0,5,0,0,5,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,4.0,0.4,0
41210,0,53.0,na,,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Cancer,0,0,2.0,0.0699999999999999,0
61315,0,43.0,na,503.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,,0.0,0
44208,0,23.0,R,553.0,24,0,92,22,0,202,0,0,22,1,1,1,0,1,2,na,0,0,0,0,Aquarius,0,0,39.0,1.3,1
40996,0,36.0,R,,1,0,29,1,0,80,0,0,3,1,0,0,1,0,0,Weekly,0,0,0,0,Sagittarius,1,0,27.0,0.9,0
14038,0,25.0,R,,1,0,129,1,0,259,0,0,8,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,65.0,2.17,1
47627,0,24.0,R,588.0,2,0,20,2,0,27,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,10.0,0.56,0
7123,0,25.0,R,581.0,10,0,101,9,0,205,0,0,13,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Virgo,0,0,56.0,1.87,1
32696,0,27.0,na,,2,2,42,2,0,107,0,0,16,1,0,0,0,1,0,Weekly,0,0,0,0,Pisces,0,0,20.0,0.87,0
53258,0,27.0,R,526.0,0,0,23,0,0,20,0,0,1,1,1,1,1,1,2,Weekly,0,0,0,0,Aquarius,0,0,14.0,0.47,1
56790,0,33.0,na,,0,0,30,0,0,50,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,18.0,0.6,1
19535,0,31.0,na,594.0,0,0,0,0,0,58,0,0,11,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,10.0,0.33,0
14004,0,23.0,R,506.0,47,1,82,47,0,209,0,0,13,1,1,1,0,1,0,na,0,0,0,0,Capricorn,0,0,60.0,2.0,1
29454,0,45.0,R,466.0,54,12,39,54,0,300,0,0,44,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,67.0,2.23,1
2374,0,37.0,R,584.0,8,2,145,8,0,218,0,0,24,1,1,1,1,0,0,na,0,0,0,0,Leo,0,0,61.0,2.03,1
11576,0,34.0,na,551.0,0,0,97,0,0,190,0,0,4,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,42.0,1.4,1
24696,0,34.0,R,575.0,0,0,0,0,1,237,1,0,23,1,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,67.0,2.23,0
41539,0,23.0,na,,0,0,0,0,0,3,0,0,0,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Libra,0,0,,0.0,1
14282,0,23.0,R,555.0,10,3,99,10,0,260,0,0,22,1,1,1,0,1,0,Weekly,0,0,0,0,Gemini,1,0,53.0,1.77,0
8250,0,30.0,R,622.0,0,0,0,0,0,258,1,0,36,1,1,1,0,1,2,Monthly,0,0,0,0,Virgo,0,0,66.0,2.2,0
50607,0,39.0,R,502.0,1,1,8,1,0,5,0,0,1,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,1,0,5.0,0.1699999999999999,0
6802,0,49.0,R,571.0,30,0,129,30,0,286,0,0,26,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Taurus,0,0,57.0,1.9,1
5283,0,35.0,O,509.0,3,2,29,2,0,100,0,0,21,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Pisces,1,0,34.0,1.13,1
31223,0,53.0,na,515.0,0,0,30,0,0,60,0,0,6,1,0,0,0,1,0,na,0,0,0,0,Virgo,0,0,19.0,0.63,0
25153,0,23.0,na,568.0,9,0,182,9,0,217,0,0,30,1,1,1,0,1,2,Weekly,0,0,0,0,Sagittarius,1,0,56.0,1.87,1
40406,0,31.0,R,444.0,0,0,26,0,0,236,0,0,12,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,59.0,1.97,1
20848,0,21.0,R,528.0,0,0,46,0,0,118,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,1,0,0,Aquarius,0,0,47.0,1.5699999999999998,1
29455,0,51.0,na,510.0,0,0,0,0,0,12,0,0,5,1,0,0,1,0,0,na,0,0,0,0,Aquarius,0,0,5.0,0.1699999999999999,0
25294,0,44.0,R,593.0,42,1,44,41,0,191,0,0,18,1,1,1,1,0,0,Monthly,0,0,0,0,Aries,0,0,34.0,1.13,0
50314,0,62.0,na,,0,0,0,0,0,14,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Taurus,1,0,4.0,0.13,0
38667,0,28.0,R,542.0,0,0,0,0,0,60,0,0,2,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,37.0,1.23,0
39294,0,36.0,R,527.0,0,0,6,0,0,243,0,0,29,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,59.0,1.97,0
36744,0,33.0,R,587.0,0,0,0,0,0,259,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,64.0,2.13,0
26260,0,40.0,R,,0,0,12,0,0,232,0,0,12,1,0,0,1,0,0,Monthly,0,0,0,0,Taurus,0,0,60.0,2.0,1
8344,0,36.0,O,,0,0,5,0,0,0,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Cancer,0,0,2.0,0.11,1
41446,0,43.0,na,576.0,7,2,76,7,0,200,0,0,15,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,52.0,1.73,0
30101,0,35.0,O,586.0,7,1,104,7,0,134,0,0,14,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Cancer,0,0,38.0,1.27,0
27227,0,21.0,R,498.0,0,0,34,0,0,132,0,0,5,1,1,1,1,1,2,Bi-Weekly,0,0,0,0,Leo,1,0,47.0,1.5699999999999998,1
6848,0,29.0,na,642.0,7,0,84,7,0,157,0,0,4,1,1,1,0,1,0,na,0,0,0,0,Virgo,0,0,36.0,1.2,0
50689,0,31.0,R,501.0,0,0,90,0,0,215,0,0,17,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,1,0,56.0,1.87,1
20609,0,31.0,R,524.0,0,0,0,0,1,127,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,56.0,1.87,0
52302,0,24.0,na,,7,0,19,7,0,76,0,0,9,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,17.0,0.89,0
919,0,24.0,R,525.0,0,0,80,0,0,180,0,0,1,1,1,1,0,1,0,Monthly,0,0,0,0,Leo,0,0,55.0,1.83,0
12505,0,27.0,na,599.0,0,0,95,0,0,130,0,0,4,1,1,1,0,1,2,Semi-Monthly,0,0,0,0,Taurus,0,0,25.0,0.93,0
46960,0,29.0,na,575.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Monthly,0,0,0,0,Cancer,0,0,1.0,0.25,0
10796,0,21.0,na,656.0,0,0,22,0,0,30,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,9.0,0.3,1
67868,0,26.0,na,521.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Libra,0,0,,0.0,0
60086,0,63.0,na,619.0,0,0,7,0,0,6,0,0,0,1,1,1,1,1,2,na,0,0,0,0,Leo,0,0,5.0,0.1699999999999999,0
11289,0,28.0,R,510.0,38,0,37,38,0,182,0,0,17,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,47.0,1.5699999999999998,1
55127,0,25.0,R,500.0,0,0,34,0,0,55,0,0,3,1,1,1,0,1,0,na,0,0,0,0,na,0,0,27.0,0.9,0
50410,0,38.0,na,,0,0,0,0,0,5,0,0,0,1,1,1,1,0,0,Weekly,0,0,1,0,Gemini,0,0,2.0,0.0699999999999999,0
13283,0,25.0,R,544.0,0,0,0,0,0,157,0,0,6,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,52.0,1.73,0
49366,0,22.0,na,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Monthly,0,0,0,0,Scorpio,0,0,,0.0,0
784,0,23.0,R,562.0,2,1,35,2,0,106,0,0,4,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,20.0,0.67,0
37291,0,48.0,R,581.0,0,0,0,0,0,61,0,0,15,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,40.0,1.33,0
59741,0,26.0,na,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,Weekly,0,0,0,0,Virgo,0,0,1.0,0.03,0
29777,0,22.0,R,533.0,12,0,49,12,0,104,0,0,8,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,33.0,1.1,0
55253,0,20.0,O,516.0,0,0,31,0,0,63,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Aries,1,0,30.0,1.0,0
30818,0,21.0,R,557.0,0,0,76,0,0,161,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,49.0,1.63,0
69016,0,34.0,na,553.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Cancer,0,0,2.0,0.0699999999999999,0
52869,0,39.0,na,580.0,16,3,25,16,0,59,0,0,8,1,0,0,0,1,0,Monthly,0,0,0,0,Leo,0,0,18.0,0.6,1
15254,0,32.0,R,472.0,37,4,44,37,0,144,0,0,19,1,1,1,0,1,0,Monthly,0,0,1,0,na,0,0,41.0,1.37,0
58523,0,33.0,na,451.0,0,0,19,0,0,34,0,0,6,1,1,1,1,0,0,na,0,0,0,0,Aquarius,0,0,8.0,0.27,0
52721,0,26.0,na,506.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,,0.0,1
31194,0,38.0,na,,0,0,2,0,0,5,0,0,1,1,1,1,1,0,0,Weekly,0,0,0,0,Aries,0,0,,0.0,0
51329,0,63.0,R,,3,0,11,3,0,10,0,0,1,1,0,0,1,1,2,Bi-Weekly,0,0,0,0,Cancer,1,0,6.0,0.2,0
1324,0,35.0,na,,0,0,3,0,0,19,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,1,0,0,Aquarius,0,0,15.0,0.5,0
56642,0,26.0,R,519.0,1,0,28,1,0,35,0,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Gemini,0,0,14.0,0.0,1
14847,0,24.0,R,,0,0,0,0,0,35,0,0,2,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,18.0,0.6,0
61974,0,20.0,na,,0,0,7,0,0,1,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.0,0.08,0
33445,0,21.0,R,657.0,0,0,21,0,0,85,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,17.0,0.68,0
27685,0,39.0,na,492.0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,Monthly,1,0,0,0,Aquarius,0,0,1.0,0.03,0
57356,0,21.0,na,539.0,0,0,9,0,0,6,0,0,1,1,0,0,0,1,0,na,0,0,0,0,Libra,0,0,5.0,0.1699999999999999,1
33277,0,41.0,na,579.0,0,0,108,0,0,203,0,0,29,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,53.0,1.77,1
6964,0,31.0,R,606.0,1,0,149,1,0,217,0,0,30,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,51.0,1.7,0
3920,0,42.0,na,,0,0,16,0,0,35,0,0,1,1,1,1,1,0,0,Monthly,0,0,0,0,Gemini,0,0,9.0,0.43,0
60363,0,28.0,na,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,na,0,0,0,0,Aries,0,0,,0.0,0
8380,0,25.0,R,586.0,0,0,0,0,0,108,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Gemini,1,0,42.0,1.4,0
28748,0,32.0,R,534.0,0,0,33,0,0,225,0,0,6,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,63.0,2.1,1
63648,0,22.0,na,,0,0,7,0,0,11,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,7.0,0.47,0
65121,0,42.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,,0.0,0
20274,0,23.0,na,603.0,0,0,73,0,0,230,0,0,11,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,47.0,1.5699999999999998,0
8157,0,21.0,na,626.0,27,0,51,27,0,130,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,45.0,1.5,0
65282,0,23.0,na,542.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Gemini,0,0,,0.0,0
27951,0,28.0,R,578.0,0,0,21,0,0,122,0,0,1,1,1,1,0,1,0,Weekly,0,0,0,0,Leo,0,0,47.0,1.5699999999999998,1
56088,0,23.0,R,,0,0,36,0,0,33,0,0,2,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Leo,0,1,15.0,0.5,0
51640,0,30.0,na,490.0,0,0,5,0,0,30,0,0,3,1,0,0,0,1,0,Weekly,0,0,0,0,Pisces,0,0,2.0,0.0699999999999999,0
43299,0,28.0,R,587.0,13,0,52,13,0,159,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,34.0,1.13,0
22568,0,24.0,R,676.0,24,2,89,24,0,171,0,0,27,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,55.0,1.83,0
53915,0,22.0,na,478.0,0,0,4,0,0,1,0,0,0,1,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,4.0,0.13,0
42708,0,31.0,R,584.0,15,2,108,15,0,241,0,0,40,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,1,0,53.0,1.77,1
16690,0,31.0,O,546.0,0,0,146,0,0,137,0,0,11,1,0,0,1,0,0,Weekly,0,0,0,0,na,1,0,37.0,1.23,1
7294,0,24.0,R,515.0,11,1,109,8,0,228,0,0,17,1,1,1,0,1,0,Monthly,0,0,0,0,Aries,0,0,61.0,2.03,1
36655,0,32.0,R,500.0,0,0,20,0,0,35,0,0,0,1,1,1,1,0,0,na,0,0,0,0,Cancer,0,0,15.0,0.5,0
31144,0,52.0,na,542.0,0,0,0,0,0,29,0,0,1,1,1,1,1,0,2,Weekly,0,0,0,0,Leo,0,0,15.0,0.5,0
68139,0,62.0,na,,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.0,0.5,0
32740,0,25.0,R,555.0,1,0,17,1,0,24,0,0,4,1,0,0,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,10.0,0.33,1
54438,0,22.0,na,572.0,1,0,36,1,0,78,0,0,4,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,20.0,0.67,0
65826,0,24.0,na,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Leo,0,0,,0.0,0
9995,0,26.0,na,523.0,1,0,86,1,0,255,0,0,5,1,1,1,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,60.0,2.0,0
