age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred,credit_score_missing,cond
33.0,1,546.0,0,0,58,0,0,178,0,0,16,1,1,1,1,0,0,3,0,0,0,0,5,0,0,36.0,1.2,1,0,0
28.0,1,593.0,0,0,56,0,0,92,0,0,9,1,0,0,0,1,0,1,0,0,0,0,9,1,0,45.0,1.5,0,0,0
30.0,2,641.0,0,0,6,0,0,12,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,0.0699999999999999,0,0,0
33.0,1,542.0,2,1,106,2,0,166,0,0,7,1,1,1,0,1,0,4,0,0,0,0,11,0,0,48.0,1.6,1,0,0
37.0,2,575.0,0,0,22,0,0,27,0,0,2,1,1,1,0,1,0,4,0,0,0,0,10,0,0,8.0,0.27,0,0,0
26.0,2,389.0,0,0,5,0,0,11,0,0,0,1,0,0,0,1,0,1,0,0,0,0,7,0,0,1.0,0.03,0,0,0
41.0,0,623.0,0,0,0,0,3,243,4,0,53,1,1,1,1,0,2,3,0,0,0,0,2,1,1,79.0,2.63,1,0,0
20.0,1,670.0,14,0,1,14,0,49,0,0,7,1,0,0,0,1,0,2,0,0,0,0,5,0,0,19.0,0.63,1,0,0
30.0,2,548.0,1,0,9,1,0,12,0,0,2,1,1,1,1,0,0,0,0,0,0,0,11,0,0,5.0,0.23,1,0,0
55.0,1,702.0,10,0,98,10,0,157,0,0,2,1,1,1,1,0,0,2,0,0,0,0,6,0,0,60.0,2.0,0,0,0
19.0,2,488.0,1,1,17,1,0,52,0,0,8,1,0,0,0,1,0,4,0,0,0,0,8,0,0,11.0,0.85,0,0,0
27.0,1,545.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1.0,0.03,0,0,0
29.0,1,600.0,2,0,0,2,0,260,0,0,8,1,0,0,1,0,0,0,0,1,0,0,9,0,0,63.0,2.1,0,0,0
27.0,2,627.0,0,0,77,0,0,205,0,0,5,1,0,0,0,1,0,0,0,0,0,0,12,0,0,66.0,2.2,0,0,0
35.0,2,500.0,0,0,5,0,0,10,0,0,4,1,1,1,0,1,0,4,0,0,0,0,4,0,0,2.0,0.1,1,0,0
51.0,1,489.0,1,0,14,0,0,15,0,0,5,1,1,1,1,0,0,2,0,0,0,0,2,1,0,6.0,0.2,1,0,0
32.0,1,593.0,20,0,24,17,0,98,0,0,28,1,1,1,0,1,2,3,0,0,0,0,9,1,0,15.0,0.5,1,0,0
21.0,1,0.0,3,0,5,3,0,286,0,0,24,1,0,0,0,1,3,3,0,0,0,0,4,0,0,68.0,2.27,1,1,0
32.0,2,0.0,3,0,7,3,0,10,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,4.0,0.5700000000000001,0,1,0
17.0,1,552.0,1,0,71,1,0,106,0,0,4,1,1,1,1,1,2,4,0,0,0,0,6,0,0,33.0,1.1,1,0,0
21.0,2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0.0,0.0,0,1,0
35.0,0,465.0,14,1,19,14,0,61,0,0,7,1,1,1,1,0,0,0,0,0,0,0,8,0,0,14.0,0.64,0,0,0
56.0,1,543.0,9,0,2,9,0,299,0,0,37,1,0,0,1,0,0,3,0,0,0,0,12,0,0,81.0,2.7,0,0,0
33.0,2,657.0,0,0,0,0,0,236,0,0,6,1,1,1,1,0,2,4,0,0,0,0,8,0,0,62.0,2.07,0,0,0
26.0,2,515.0,0,0,21,0,0,31,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,11.0,0.37,1,0,0
22.0,2,0.0,0,0,14,0,0,10,0,0,0,1,1,1,1,0,2,0,0,0,0,0,5,1,0,10.0,0.33,0,1,0
34.0,2,512.0,0,0,0,0,0,112,0,0,9,1,1,1,1,0,0,0,0,0,0,0,1,0,0,27.0,0.9,0,0,0
23.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0
23.0,1,651.0,0,0,10,0,0,191,0,0,9,1,1,1,0,1,0,0,0,0,0,0,2,1,0,58.0,1.93,1,0,0
29.0,2,0.0,11,1,14,11,0,43,0,0,3,1,1,1,1,0,2,0,0,0,0,0,4,0,0,14.0,0.47,0,1,0
42.0,2,511.0,0,0,0,0,0,200,0,0,2,1,0,0,1,0,0,0,0,0,0,0,9,0,0,57.0,1.9,0,0,0
41.0,1,604.0,16,1,0,16,0,254,0,0,3,1,1,1,1,0,0,2,0,1,0,0,8,1,0,47.0,1.5699999999999998,0,0,0
20.0,1,512.0,0,0,0,0,0,290,0,0,10,1,0,0,0,1,0,4,0,0,0,0,6,0,0,62.0,2.07,0,0,0
33.0,1,0.0,0,0,24,0,0,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7.0,0.8800000000000002,0,1,0
28.0,2,592.0,0,0,17,0,0,98,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4,0,0,35.0,1.17,0,0,0
29.0,1,525.0,0,0,43,0,0,63,0,0,5,1,1,1,1,0,3,4,0,0,0,0,12,0,0,17.0,0.5700000000000001,0,0,0
21.0,2,561.0,0,0,46,0,0,115,0,0,6,1,0,0,1,0,0,4,0,0,0,0,0,0,0,28.0,0.93,0,0,0
42.0,2,517.0,0,0,46,0,0,120,0,0,4,1,1,1,0,1,0,4,0,0,0,0,7,0,0,33.0,1.1,0,0,0
25.0,1,623.0,0,0,61,0,0,177,0,0,10,1,0,0,0,1,0,4,0,1,0,0,11,0,0,37.0,1.23,1,0,0
27.0,2,0.0,0,0,2,0,0,3,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,1.0,0.5,1,1,0
31.0,1,472.0,2,0,50,2,0,108,0,0,4,1,1,1,0,1,2,2,0,0,0,0,12,0,0,34.0,1.13,0,0,0
26.0,1,502.0,2,1,85,2,0,113,0,0,6,1,1,1,0,1,0,4,0,0,0,0,11,0,0,41.0,1.37,0,0,0
33.0,2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0.0,0.0,0,1,0
29.0,2,432.0,1,0,35,1,0,68,0,0,8,1,0,0,1,1,2,0,0,0,0,0,2,0,0,13.0,0.93,1,0,0
49.0,2,598.0,0,0,51,0,0,183,0,0,23,1,1,1,0,1,2,3,0,0,0,0,10,1,0,53.0,1.77,1,0,0
28.0,2,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,11,0,0,0.0,0.0,0,1,0
24.0,2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,1,0,0.0,0.0,0,1,0
44.0,2,512.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0,0,0
85.0,1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,10,0,0,0.0,0.0,0,1,0
41.0,2,585.0,0,0,129,0,0,263,0,0,15,1,0,0,0,1,2,3,0,0,0,0,8,0,0,60.0,2.0,1,0,0
20.0,2,466.0,3,1,19,3,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,9.0,0.3,1,0,0
62.0,2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0.0,0,1,0
25.0,0,724.0,1,0,168,0,0,150,0,0,14,1,1,1,1,0,0,3,0,0,0,0,0,0,0,30.0,0.0,1,0,0
40.0,2,538.0,0,0,15,0,0,5,0,0,0,1,1,1,0,1,0,2,0,0,0,0,7,0,0,9.0,0.3,0,0,0
23.0,0,581.0,2,2,68,2,0,142,0,0,3,1,1,1,0,1,0,0,0,0,0,0,10,0,0,32.0,1.0699999999999998,0,0,0
36.0,1,0.0,0,0,32,0,0,30,0,0,1,1,1,1,1,0,0,0,0,0,0,0,10,0,0,12.0,0.63,1,1,0
29.0,2,504.0,2,0,1,0,0,6,0,0,1,1,0,0,0,1,0,2,0,0,0,0,6,0,0,0.0,0.0,0,0,0
22.0,1,551.0,1,0,217,1,0,253,0,0,14,1,1,1,0,1,0,4,0,0,0,0,10,0,0,60.0,2.0,1,0,0
44.0,1,563.0,1,0,14,1,0,30,0,0,5,1,0,0,0,1,0,0,0,0,0,0,4,0,0,10.0,0.33,1,0,0
48.0,2,700.0,0,0,17,0,0,46,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4,0,0,16.0,0.53,0,0,0
35.0,0,553.0,2,2,102,2,0,156,0,0,10,1,0,0,0,1,0,0,0,0,0,0,3,0,0,41.0,1.37,0,0,0
25.0,1,550.0,1,1,18,1,0,29,0,0,1,1,0,0,0,1,0,1,0,0,0,0,7,0,0,19.0,0.63,0,0,0
62.0,2,0.0,1,0,15,1,0,20,0,0,0,1,0,0,1,0,0,1,0,0,0,0,12,0,0,6.0,0.55,0,1,0
28.0,1,503.0,2,0,79,2,0,203,0,0,8,1,1,1,0,1,2,0,0,0,0,0,7,1,0,54.0,1.8,0,0,0
34.0,2,0.0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,5.0,0.1699999999999999,0,1,0
24.0,1,554.0,15,3,91,15,0,186,0,0,14,1,1,1,0,1,0,0,0,0,0,0,12,1,0,56.0,1.87,1,0,0
20.0,1,413.0,0,0,49,0,0,81,0,0,9,1,1,1,0,1,0,3,0,0,0,0,8,0,0,28.0,0.93,0,0,0
23.0,1,612.0,0,0,0,0,0,219,0,0,17,1,0,0,0,1,0,3,0,0,0,0,3,0,0,60.0,2.0,1,0,0
29.0,2,578.0,0,0,3,0,0,9,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.06,0,0,0
25.0,2,0.0,0,0,19,0,0,22,0,0,2,1,1,1,0,1,0,4,0,0,0,0,0,0,0,11.0,0.37,0,1,0
44.0,2,0.0,0,0,0,0,1,6,0,0,2,1,1,1,1,0,2,0,0,0,0,0,2,0,0,7.0,0.23,0,1,0
29.0,1,520.0,0,0,32,0,0,86,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,19.0,0.63,0,0,0
32.0,0,509.0,0,0,0,0,0,258,0,0,10,1,0,0,0,1,0,4,0,0,0,0,0,0,0,67.0,2.23,0,0,0
61.0,1,500.0,0,0,0,0,0,302,0,0,74,1,1,1,1,0,0,1,0,0,0,0,9,0,0,49.0,1.63,0,0,0
40.0,1,511.0,0,0,175,0,0,222,0,0,20,1,1,1,1,0,0,0,0,0,0,0,2,0,0,46.0,1.53,0,0,0
27.0,1,531.0,0,0,0,0,0,56,2,0,15,1,1,1,1,0,0,0,0,0,0,0,12,0,0,36.0,1.2,1,0,0
52.0,2,0.0,0,0,50,0,0,139,0,0,16,1,1,1,1,0,0,3,0,0,0,0,2,0,0,31.0,1.03,0,1,0
26.0,2,561.0,0,0,106,0,0,121,0,0,10,1,1,1,0,1,0,4,0,0,0,0,12,0,0,33.0,1.1,1,0,0
27.0,1,468.0,0,0,126,0,0,206,0,0,13,1,1,1,0,1,2,1,0,0,0,0,0,0,0,62.0,2.07,0,0,0
21.0,1,528.0,0,0,46,0,0,118,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,47.0,1.5699999999999998,1,0,0
36.0,2,0.0,0,0,17,0,0,40,0,0,0,1,1,1,0,1,0,1,0,0,0,0,2,0,0,9.0,0.56,0,1,0
36.0,1,578.0,0,0,0,0,0,194,0,1,25,1,1,1,0,1,0,0,0,0,0,0,0,0,0,52.0,1.73,0,0,0
26.0,1,595.0,0,0,75,0,0,168,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,52.0,1.73,1,0,0
34.0,1,522.0,1,0,82,1,0,155,0,0,33,1,1,1,1,0,0,4,0,0,0,0,4,0,0,31.0,1.03,1,0,0
28.0,1,0.0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,2,0,0,0,0,3,0,0,15.0,0.5,1,1,0
27.0,1,569.0,0,0,39,0,0,56,0,0,6,1,0,0,1,0,0,0,0,0,0,0,12,0,0,23.0,0.77,1,0,0
35.0,2,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,0,9,0,0,0.0,0.0,0,1,0
57.0,2,589.0,8,7,28,8,0,66,0,0,12,1,0,0,0,1,0,1,0,0,0,0,3,0,0,19.0,0.63,1,0,0
26.0,1,487.0,0,0,0,0,0,222,0,0,32,1,1,1,1,1,2,4,0,0,0,0,4,0,0,67.0,2.23,0,0,0
31.0,2,443.0,0,0,0,0,1,110,0,1,7,1,1,1,0,1,0,4,0,0,0,0,9,0,0,54.0,1.8,0,0,0
35.0,2,0.0,0,0,59,0,0,89,0,0,3,1,1,1,0,1,0,4,0,0,0,0,7,0,0,43.0,1.4300000000000002,1,1,0
39.0,2,587.0,0,0,0,0,0,3,0,0,0,1,1,1,1,0,0,3,0,0,0,0,5,1,0,2.0,0.0699999999999999,0,0,0
37.0,2,591.0,0,0,0,0,0,83,0,0,18,1,1,1,0,0,0,0,0,0,0,0,1,0,1,34.0,1.13,0,0,0
52.0,2,548.0,0,0,34,0,0,95,0,0,2,1,1,1,1,0,0,3,0,0,0,0,12,1,0,22.0,0.73,1,0,0
28.0,1,573.0,1,0,125,1,0,253,0,0,10,1,0,0,0,1,0,3,0,0,0,0,2,1,0,63.0,2.1,1,0,0
21.0,2,519.0,0,0,2,0,0,5,0,0,0,1,0,0,1,0,0,2,0,0,0,0,12,0,0,1.0,0.03,0,0,0
28.0,1,554.0,10,0,124,10,0,237,0,0,22,1,0,0,0,1,3,4,0,0,0,0,2,0,0,61.0,2.03,1,0,0
29.0,2,575.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1.0,0.25,0,0,0
39.0,1,506.0,0,0,7,0,0,5,0,0,0,1,1,1,0,1,0,3,0,0,0,0,4,0,0,1.0,0.03,0,0,0
24.0,2,537.0,1,0,79,1,0,218,0,0,12,1,0,0,1,0,0,0,0,0,0,0,5,0,0,51.0,1.7,0,0,0
33.0,2,0.0,0,0,10,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,7.0,0.54,0,1,0
43.0,2,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0,1,0
38.0,0,0.0,0,0,17,0,0,33,0,0,1,1,1,1,0,1,2,0,0,0,0,0,4,0,0,8.0,0.3,1,1,0
21.0,2,0.0,0,0,18,0,0,43,0,0,0,1,1,1,0,1,0,0,0,0,0,0,11,0,0,15.0,0.5,0,1,0
32.0,2,0.0,0,0,6,0,0,6,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,1,0,4.0,0.13,0,1,0
25.0,2,0.0,0,0,11,0,0,12,0,0,0,1,1,1,0,1,0,0,0,0,0,0,8,0,0,8.0,0.5,0,1,0
30.0,1,601.0,0,0,89,0,0,275,0,0,9,1,0,0,0,1,0,2,0,0,0,0,4,1,0,63.0,2.1,0,0,0
40.0,2,622.0,30,0,59,30,0,158,0,0,19,1,1,1,1,0,3,3,0,0,0,0,11,0,0,35.0,1.17,1,0,0
25.0,2,559.0,0,0,0,0,0,17,0,0,1,1,1,1,0,1,0,3,0,0,0,0,4,0,0,26.0,0.87,0,0,0
25.0,2,0.0,0,0,21,0,0,25,0,0,7,1,0,0,1,0,2,3,0,0,0,0,3,0,0,9.0,0.3,0,1,0
35.0,1,544.0,4,0,104,4,0,168,0,0,8,1,1,1,0,1,0,0,0,0,0,0,5,0,0,48.0,1.6,0,0,0
20.0,1,601.0,3,0,52,3,0,97,0,0,9,1,0,0,0,1,0,0,0,0,0,0,7,0,0,33.0,1.1,1,0,0
19.0,1,567.0,0,0,78,0,0,153,0,0,13,1,1,1,0,1,0,0,0,0,0,0,11,0,0,37.0,1.23,1,0,0
27.0,1,531.0,0,0,149,0,0,141,0,0,8,1,1,1,0,1,0,1,0,0,0,0,1,0,0,29.0,0.97,0,0,0
31.0,1,533.0,17,3,172,16,0,273,0,0,56,1,1,1,0,1,0,0,0,0,0,0,2,0,0,55.0,1.83,1,0,0
62.0,2,538.0,0,0,60,0,0,147,0,0,7,1,1,1,0,1,0,0,0,0,0,0,5,1,0,21.0,0.7,1,0,0
33.0,2,482.0,4,0,41,4,0,55,0,0,4,1,1,1,0,1,0,0,0,0,0,0,6,0,0,18.0,0.6,1,0,0
27.0,2,0.0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,5,0,0,1.0,0.03,0,1,0
20.0,2,609.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,12,0,0,2.0,0.0699999999999999,1,0,0
21.0,2,0.0,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,0.0699999999999999,0,1,0
25.0,1,522.0,17,0,41,17,0,234,0,0,17,1,1,1,0,1,0,3,0,0,0,0,5,0,0,63.0,2.1,1,0,0
24.0,1,487.0,0,0,0,0,0,222,0,0,32,1,1,1,1,1,2,4,0,0,0,0,4,0,0,67.0,2.23,0,0,0
39.0,2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0,1,0
32.0,2,535.0,0,0,2,0,0,5,0,0,0,1,0,0,1,0,0,2,0,0,0,0,10,0,0,2.0,0.29,0,0,0
23.0,1,427.0,0,0,4,0,0,31,0,0,2,1,0,0,0,1,0,4,0,0,0,0,5,1,0,30.0,1.0,0,0,0
30.0,2,0.0,0,0,25,0,0,51,0,0,1,1,1,1,0,1,0,0,0,0,0,0,5,1,0,22.0,0.73,0,1,0
23.0,0,506.0,17,2,52,17,0,82,0,0,9,1,1,1,1,1,2,4,0,0,0,0,6,0,0,18.0,0.95,1,0,0
26.0,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,6,0,0,0.0,0.0,1,1,0
40.0,1,577.0,0,0,52,0,0,140,0,0,5,1,0,0,0,1,2,3,0,0,0,0,9,0,0,35.0,1.17,0,0,0
36.0,0,0.0,0,0,40,0,0,167,0,0,8,1,0,0,0,1,0,0,0,0,0,0,10,1,0,57.0,1.9,1,1,0
48.0,1,0.0,5,3,13,5,0,26,0,0,7,1,1,1,0,1,0,3,0,0,0,0,10,0,0,5.0,0.83,0,1,0
32.0,1,534.0,0,0,33,0,0,225,0,0,6,1,1,1,0,1,0,0,0,0,0,0,8,1,0,63.0,2.1,1,0,0
39.0,1,435.0,15,3,40,15,0,109,0,0,11,1,1,1,1,1,3,2,0,0,0,0,8,1,0,17.0,0.5700000000000001,1,0,0
23.0,2,508.0,0,0,0,0,0,56,0,0,2,1,0,0,0,1,2,0,0,0,0,0,11,0,0,26.0,0.87,0,0,0
20.0,2,487.0,1,0,7,1,0,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,0,0,2.0,0.4,1,0,0
23.0,1,577.0,11,0,33,11,0,58,0,0,12,1,0,0,0,1,0,0,0,0,0,0,5,0,0,17.0,0.5700000000000001,0,0,0
34.0,1,572.0,1,0,73,1,0,205,0,0,15,1,1,1,1,0,0,0,0,0,0,0,12,0,0,39.0,1.3,1,0,0
32.0,1,512.0,0,0,14,0,0,175,0,0,3,1,1,1,0,1,0,1,0,0,0,0,11,0,0,47.0,1.5699999999999998,0,0,0
26.0,2,0.0,0,0,0,0,0,94,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,43.0,1.4300000000000002,0,1,0
48.0,1,525.0,0,0,0,0,0,16,0,0,3,1,0,0,1,0,2,1,0,0,0,0,8,0,0,6.0,0.2,0,0,0
63.0,1,511.0,0,0,0,0,2,267,4,0,123,1,1,1,0,1,4,2,0,0,1,0,9,1,0,87.0,2.9,0,0,0
30.0,1,499.0,1,1,5,1,0,16,0,0,2,1,1,1,0,1,0,2,0,0,0,0,11,0,0,2.0,0.0699999999999999,1,0,0
53.0,2,515.0,0,0,30,0,0,60,0,0,6,1,0,0,0,1,0,4,0,0,0,0,11,0,0,19.0,0.63,0,0,0
34.0,2,566.0,8,0,40,8,0,79,0,0,9,1,1,1,0,1,0,0,0,0,0,0,12,0,0,29.0,0.97,1,0,0
20.0,2,0.0,0,0,75,0,0,185,0,0,6,1,0,0,1,1,3,0,0,0,0,0,12,1,0,54.0,1.8,0,1,0
37.0,2,468.0,1,1,21,1,0,52,0,0,5,1,0,0,0,1,0,3,0,0,0,0,0,0,0,17.0,0.5700000000000001,0,0,0
28.0,0,442.0,0,0,25,0,0,67,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,22.0,0.73,0,0,0
22.0,1,557.0,1,0,22,1,0,40,0,0,2,1,1,1,0,1,0,2,0,0,0,0,6,0,0,17.0,0.5700000000000001,1,0,0
26.0,2,624.0,1,0,49,1,0,138,0,0,4,1,1,1,0,1,2,0,0,0,0,0,8,0,0,44.0,1.47,0,0,0
29.0,2,568.0,0,0,129,0,0,251,0,0,7,1,0,0,1,0,0,0,0,0,0,0,11,0,0,60.0,2.0,1,0,0
63.0,2,0.0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,7,0,0,0.0,0.0,1,1,0
22.0,1,517.0,1,0,0,1,0,81,0,0,4,1,1,1,1,0,0,0,0,0,0,0,5,0,0,35.0,1.17,1,0,0
21.0,1,505.0,0,0,3,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,0.0699999999999999,0,0,0
30.0,2,0.0,1,0,98,1,0,292,0,0,9,1,0,0,0,1,0,0,0,0,0,0,5,1,0,62.0,2.07,0,1,0
41.0,0,623.0,0,0,1,0,0,239,0,0,33,1,1,1,0,1,0,0,0,0,0,0,11,0,0,60.0,2.0,1,0,0
29.0,1,584.0,1,0,82,1,0,177,0,0,6,1,0,0,0,1,0,4,0,0,0,0,2,0,0,39.0,1.3,0,0,0
25.0,2,577.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0
23.0,1,532.0,13,0,28,13,0,75,0,0,27,1,1,1,1,0,0,0,0,0,0,0,9,0,0,23.0,0.77,1,0,0
25.0,1,590.0,3,0,48,3,0,87,0,0,11,1,0,0,0,1,0,0,0,0,0,0,4,0,0,33.0,1.1,0,0,0
34.0,2,490.0,1,1,5,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2.0,0.1699999999999999,1,0,0
53.0,2,0.0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,9,0,0,10.0,0.33,0,1,0
46.0,1,559.0,1,1,55,1,0,183,0,0,12,1,1,1,0,1,0,0,0,0,0,0,1,0,0,44.0,1.47,0,0,0
19.0,2,632.0,0,0,50,0,0,116,0,0,8,1,0,0,0,1,0,3,0,0,0,0,8,0,0,24.0,0.92,0,0,0
31.0,1,463.0,6,1,54,6,0,178,0,0,18,1,0,0,0,1,2,3,0,0,0,0,10,0,0,48.0,1.6,1,0,0
27.0,1,619.0,1,1,31,1,0,38,0,0,2,1,1,1,0,1,0,3,0,0,0,0,0,0,0,11.0,0.48,0,0,0
37.0,1,426.0,2,2,45,2,0,75,0,0,4,1,0,0,0,1,0,0,0,0,0,0,8,1,0,37.0,1.23,0,0,0
24.0,1,0.0,0,0,36,0,0,117,0,0,7,1,0,0,0,1,2,0,0,0,0,0,11,0,0,39.0,1.3,0,1,0
33.0,1,528.0,0,0,0,0,0,239,4,0,31,1,1,1,0,1,0,0,0,0,0,0,2,0,0,65.0,2.17,0,0,0
39.0,2,580.0,19,0,55,19,0,146,0,0,9,1,1,1,0,1,0,3,0,0,0,0,12,1,0,31.0,1.03,0,0,0
59.0,2,0.0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,4,0,0,0,0,2,0,0,0.0,0.0,0,1,0
41.0,2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0.0,0.0,0,1,0
18.0,2,0.0,0,0,47,0,0,69,0,0,3,1,0,0,0,1,0,3,0,0,0,0,7,0,0,15.0,0.5,1,1,0
25.0,2,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0.0,0.0,0,1,0
26.0,2,0.0,0,0,21,0,0,86,0,0,3,1,1,1,0,1,0,0,0,0,0,0,5,0,0,29.0,0.97,1,1,0
