age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,cond
21.0,4,230839.84,10,1,3,3,0,1,0.0,0.0,20.0,1,0
52.0,4,302712.97,9,-1,2,0,0,0,0.0,0.0,35.0,1,0
24.0,4,175808.62,10,0,3,0,0,1,0.0,0.0,50.0,1,0
59.0,5,212336.92,15,2,7,1,0,0,0.0,0.0,45.0,1,0
40.0,2,215592.89,14,2,7,1,0,0,5013.0,0.0,40.0,1,0
32.0,4,288626.34,3,2,2,1,0,0,0.0,0.0,40.0,0,0
34.0,4,111611.81,10,2,3,1,0,0,0.0,0.0,40.0,0,0
35.0,4,231970.0,13,0,6,0,0,1,0.0,0.0,40.0,1,0
20.0,4,126623.33,9,2,3,1,0,0,0.0,0.0,40.0,1,0
26.0,4,185806.83,12,0,3,3,0,1,0.0,0.0,15.0,1,0
40.0,4,173727.2,9,0,7,2,-1,1,0.0,0.0,20.0,0,0
38.0,1,365330.03,9,-1,2,0,0,0,0.0,0.0,40.0,1,0
33.0,4,233265.03,9,2,2,1,0,0,0.0,0.0,45.0,1,0
38.0,4,117242.016,10,-1,3,0,0,1,0.0,0.0,40.0,1,0
23.0,4,155843.12,9,2,2,1,0,0,0.0,0.0,40.0,1,0
39.0,4,257790.88,13,-1,3,2,1,0,0.0,0.0,40.0,1,0
23.0,4,388094.12,3,0,3,0,0,0,0.0,0.0,60.0,0,0
47.0,4,160931.72,10,0,3,0,0,1,0.0,0.0,40.0,1,0
45.0,5,253551.38,9,2,2,1,0,0,0.0,0.0,40.0,1,0
36.0,4,210289.97,11,0,3,0,0,0,0.0,0.0,35.0,1,0
22.0,4,53307.21,10,0,2,3,0,0,0.0,0.0,47.441906,1,0
41.0,4,119037.97,9,2,6,1,0,0,0.0,0.0,38.0,1,0
29.0,4,178020.62,8,0,2,-1,1,0,0.0,0.0,40.0,1,0
44.0,4,182660.67,3,2,2,-1,0,0,0.0,0.0,40.0,0,0
50.0,4,222163.48,9,-1,2,0,0,0,0.0,0.0,24.0,1,0
33.0,4,45892.2,10,2,2,1,0,0,0.0,0.0,40.0,1,0
52.355762,4,29254.41,9,-1,6,0,0,0,0.0,0.0,40.0,1,0
25.0,5,51128.246,9,2,6,1,0,0,0.0,0.0,52.0,1,0
49.0,3,168098.75,6,-1,6,2,0,1,0.0,0.0,40.0,1,0
20.0,4,91544.84,12,0,2,0,0,1,0.0,0.0,20.0,1,0
61.779114,4,146275.38,9,2,3,1,0,0,0.0,0.0,56.0,0,0
44.0,4,293953.75,9,2,2,1,0,0,0.0,0.0,40.0,1,0
34.0,4,93874.41,9,0,2,-1,0,0,0.0,0.0,50.0,1,0
43.0,1,30594.83,10,2,2,1,0,0,0.0,0.0,30.0,1,0
42.34812,5,212899.23,13,0,3,0,0,1,0.0,0.0,25.0,1,0
67.0,5,260465.52,10,-1,3,0,0,0,0.0,0.0,9.806245,1,0
20.0,3,164824.02,10,0,6,3,0,0,0.0,0.0,20.0,1,0
63.0,4,235327.3,12,1,3,0,0,1,0.0,0.0,15.0,1,0
34.0,4,33629.406,9,2,2,1,-1,0,0.0,0.0,40.0,1,0
34.0,4,74629.31,9,2,2,1,0,0,0.0,0.0,52.0,1,0
48.0,4,214812.97,10,0,1,0,0,1,0.0,0.0,40.0,1,0
51.0,4,250913.31,10,0,2,2,1,1,0.0,0.0,40.0,1,0
29.0,2,165883.48,8,0,7,0,0,0,0.0,0.0,40.0,1,0
30.0,4,102143.42,10,2,2,1,0,0,0.0,0.0,40.0,1,0
65.93146,4,117406.06,9,2,2,1,0,0,0.0,0.0,45.0,1,0
47.0,4,38886.504,10,2,7,1,-1,0,0.0,0.0,40.0,1,0
65.0,4,105378.27,5,-1,6,0,0,1,0.0,0.0,35.0,1,0
80.129364,4,186282.0,10,2,3,1,0,0,0.0,0.0,24.0,1,0
19.0,4,37396.12,9,0,3,-1,0,1,0.0,0.0,25.0,1,0
18.0,4,209779.62,9,0,3,3,0,0,0.0,0.0,10.0,1,0
33.0,1,288300.34,11,0,7,2,0,1,0.0,1641.039,40.0,1,0
28.942017,4,360685.7,9,2,6,1,0,0,0.0,0.0,40.0,1,0
27.0,4,205775.22,11,2,3,1,0,0,0.0,0.0,40.0,0,0
58.0,1,61851.484,15,2,1,1,0,0,0.0,0.0,40.0,1,0
29.0,4,135088.81,13,0,3,0,0,1,0.0,0.0,50.0,1,0
67.0,4,97049.96,9,0,2,3,0,1,0.0,0.0,12.100892,1,0
44.0,4,102212.74,13,-1,6,-1,0,1,0.0,0.0,40.0,1,0
25.0,4,199480.47,10,0,7,0,0,0,0.0,0.0,40.0,1,0
18.0,4,274435.34,7,0,2,3,0,0,0.0,0.0,20.0,1,0
29.0,4,532138.8,13,0,6,0,0,0,0.0,0.0,40.0,1,0
29.0,1,161854.58,10,-1,7,2,0,1,0.0,0.0,35.0,1,0
47.0,5,189832.5,13,2,6,1,0,0,0.0,0.0,45.0,0,0
64.61658,4,162467.36,9,2,3,1,0,0,0.0,0.0,40.0,1,0
47.0,5,201133.31,13,2,3,1,0,0,0.0,0.0,50.0,1,0
22.0,4,193942.7,9,0,3,3,-1,0,0.0,0.0,35.0,1,0
54.0,4,322536.4,6,-1,3,3,0,0,0.0,0.0,40.0,1,0
41.0,4,216412.34,6,0,2,3,-1,0,0.0,0.0,40.0,1,0
20.0,4,171339.14,10,0,3,3,0,0,0.0,0.0,20.0,1,0
35.0,4,284272.97,9,2,2,1,0,0,0.0,0.0,40.0,1,0
40.0,4,159155.61,8,0,2,2,0,1,0.0,0.0,40.0,1,0
41.0,2,227129.34,10,1,7,0,1,0,0.0,0.0,32.0,1,0
19.0,4,233836.83,10,0,3,3,0,0,0.0,0.0,40.0,1,0
20.0,4,312459.9,10,0,2,0,0,1,0.0,0.0,40.0,1,0
64.0,4,141845.22,13,-1,7,0,0,0,0.0,0.0,45.0,1,0
39.0,5,259692.98,9,2,3,1,0,0,0.0,0.0,50.0,1,0
25.0,4,190701.36,9,0,2,0,0,1,0.0,0.0,40.0,1,0
72.0,4,21348.146,11,-1,2,0,1,1,0.0,0.0,8.0,1,0
37.0,1,257141.84,10,2,2,1,0,0,4054.0898,0.0,40.0,1,0
21.0,4,224763.4,10,0,3,3,0,0,0.0,0.0,30.0,1,0
24.0,4,124379.76,8,2,2,1,0,0,0.0,0.0,43.58932,1,0
26.0,4,247019.94,11,0,6,0,0,1,0.0,0.0,40.0,1,0
23.0,4,274653.0,10,0,3,2,1,1,0.0,0.0,40.0,1,0
24.0,4,380800.56,12,0,3,3,0,1,0.0,0.0,40.0,1,0
28.0,4,149768.55,11,2,6,1,0,0,0.0,0.0,40.0,1,0
61.0,4,125658.16,9,2,3,1,0,0,0.0,0.0,40.0,0,0
33.0,4,239365.98,10,0,2,3,0,0,0.0,0.0,40.0,1,0
25.0,4,100908.945,13,0,7,0,0,1,0.0,0.0,44.0,1,0
31.0,4,98933.69,14,-1,7,0,-1,0,0.0,0.0,60.0,0,0
19.0,4,194223.2,10,0,2,3,0,1,0.0,0.0,20.0,1,0
29.0,4,198115.62,9,2,5,1,0,0,0.0,0.0,40.0,1,0
27.0,1,365936.16,10,1,2,3,0,0,0.0,0.0,40.0,1,0
50.0,4,193000.19,9,2,2,1,0,0,0.0,1400.3397,40.0,1,0
40.0,4,114590.35,14,-1,2,2,0,1,0.0,0.0,40.0,1,0
23.0,4,177628.95,13,0,6,3,-1,1,0.0,0.0,40.0,1,0
23.0,4,246051.34,8,0,3,3,0,1,0.0,0.0,40.0,1,0
27.0,4,132451.9,9,2,2,1,0,0,0.0,0.0,60.0,0,0
47.0,1,160182.64,13,2,6,1,0,0,3574.691,0.0,50.0,1,0
39.0,4,223689.97,9,2,3,1,0,1,0.0,0.0,45.0,1,0
24.0,1,295210.78,13,2,7,1,0,1,0.0,0.0,40.0,1,0
34.0,2,342491.0,9,-1,3,0,1,1,0.0,0.0,45.0,1,0
53.0,1,88713.69,9,-1,3,3,0,1,0.0,0.0,30.0,1,0
24.0,4,117663.15,9,0,3,3,0,1,0.0,0.0,30.0,1,0
52.0,4,208696.47,15,0,7,0,0,0,0.0,0.0,50.0,1,0
42.0,4,67821.54,6,2,2,1,0,0,4382.5093,0.0,43.0,1,0
25.431417,4,198478.69,10,0,6,-1,0,1,0.0,0.0,40.0,1,0
29.0,4,244700.1,10,0,6,0,0,0,0.0,0.0,50.0,1,0
51.0,4,379948.44,9,-1,2,2,0,1,0.0,0.0,45.0,1,0
40.36593,4,192870.48,9,-1,3,0,0,0,0.0,0.0,40.0,1,0
62.0,4,220129.2,9,2,3,1,0,0,0.0,0.0,40.0,1,0
43.0,2,126755.266,13,-1,3,-1,0,1,0.0,0.0,40.0,1,0
29.0,4,107073.61,12,0,4,0,0,0,0.0,0.0,40.0,1,0
23.0,4,265774.62,10,0,2,0,-1,1,0.0,0.0,71.759,1,0
25.0,4,192383.34,10,2,3,1,0,0,0.0,0.0,40.0,1,0
24.0,4,229388.38,13,0,1,0,0,1,0.0,0.0,40.0,1,0
29.0,4,119749.88,12,0,3,0,0,1,0.0,0.0,67.74111,1,0
55.0,4,98337.23,9,-1,3,0,0,1,0.0,0.0,65.0,1,0
57.0,4,177446.62,11,2,3,1,0,0,0.0,0.0,35.0,1,0
35.0,1,186680.9,10,2,4,1,0,0,0.0,0.0,55.0,1,0
25.0,4,350375.75,9,0,3,0,0,0,0.0,0.0,45.0,1,0
39.0,4,288838.7,9,0,2,-1,0,0,0.0,0.0,40.0,1,0
19.0,4,112514.125,10,0,2,3,1,1,0.0,0.0,40.0,1,0
18.0,4,176820.22,5,0,2,3,0,1,0.0,0.0,35.0,1,0
21.0,4,255242.53,9,0,2,-1,0,0,0.0,0.0,40.0,1,0
44.0,4,270867.2,6,2,3,1,0,0,0.0,0.0,40.0,1,0
42.0,4,122390.35,10,0,1,3,1,0,0.0,0.0,40.0,1,0
32.0,4,108983.266,9,-1,2,0,0,0,0.0,0.0,40.0,1,0
57.0,4,78160.836,10,2,2,1,0,0,0.0,0.0,30.0,1,0
46.0,4,32500.516,9,-1,3,0,0,0,0.0,0.0,40.0,1,0
72.76816,5,260645.4,4,2,1,1,0,0,0.0,0.0,44.0,1,0
36.0,4,45212.75,13,0,6,0,0,1,0.0,0.0,50.0,1,0
30.0,4,97904.29,13,0,3,0,0,0,0.0,0.0,40.0,1,0
25.0,4,93085.57,8,2,2,1,0,0,0.0,0.0,40.0,1,0
31.0,4,348630.47,9,-1,2,2,0,0,0.0,0.0,60.0,1,0
24.0,1,380644.28,13,0,7,0,0,1,0.0,1985.7467,30.0,1,0
46.0,4,149383.4,9,-1,3,0,0,0,3154.2104,0.0,50.0,1,0
26.0,3,163587.66,9,0,2,2,1,1,0.0,0.0,20.0,1,0
45.0,3,181256.89,9,2,6,1,0,1,0.0,0.0,79.58838,1,0
26.0,4,345062.8,2,0,3,0,0,1,0.0,0.0,40.0,0,0
62.0,5,197393.97,10,-1,6,0,0,0,0.0,0.0,48.0,1,0
20.0,4,115387.086,10,2,3,1,0,1,0.0,0.0,40.0,1,0
46.0,4,71370.4,9,-1,3,2,0,1,0.0,0.0,40.0,1,0
23.0,4,300139.1,10,0,3,3,0,1,0.0,0.0,40.0,1,0
50.68232,4,205315.86,10,2,1,1,0,0,0.0,0.0,40.0,1,0
19.0,2,102324.79,10,0,2,3,0,1,0.0,1834.8739,20.0,1,0
23.0,4,312477.97,10,2,2,1,0,0,0.0,0.0,40.0,1,0
21.0,4,190732.47,10,0,3,3,0,0,0.0,0.0,15.0,1,0
57.0,4,149384.05,14,-1,7,0,0,1,0.0,0.0,40.0,1,0
25.0,4,210336.84,10,-1,3,0,0,0,0.0,0.0,40.0,1,0
24.0,2,219322.12,14,0,2,0,0,0,0.0,0.0,25.0,1,0
34.0,4,218595.08,10,-1,6,0,0,1,0.0,0.0,40.0,1,0
19.0,4,245049.66,10,0,3,3,0,1,0.0,0.0,25.0,0,0
38.0,1,94396.02,9,-1,2,0,0,0,0.0,0.0,40.0,1,0
49.0,4,208482.16,9,-1,2,-1,-1,0,0.0,0.0,40.0,1,0
25.0,4,105828.555,14,0,3,-1,0,0,0.0,0.0,40.0,1,0
42.0,4,266244.4,13,-1,7,2,0,0,0.0,0.0,50.0,1,0
49.0,5,203704.02,9,2,1,1,0,0,0.0,0.0,72.0,1,0
18.0,4,389649.56,9,0,2,0,0,1,0.0,0.0,18.0,1,0
23.0,4,116748.24,13,0,2,0,0,0,0.0,0.0,40.0,1,0
39.547718,4,118872.65,10,2,2,1,0,0,0.0,0.0,40.0,1,0
27.0,4,257624.77,10,0,7,0,0,0,0.0,0.0,55.0,1,0
47.0,4,207974.94,10,-1,2,2,0,0,0.0,0.0,50.0,1,0
27.0,4,86251.66,13,0,5,0,0,1,0.0,0.0,40.0,1,0
36.0,5,109194.01,9,2,3,1,-1,0,0.0,0.0,45.0,1,0
19.0,4,212288.03,9,0,6,0,0,1,0.0,0.0,40.0,1,0
20.0,4,164914.9,10,0,2,3,0,0,0.0,0.0,40.0,1,0
46.0,6,112782.85,13,2,7,1,0,0,0.0,0.0,40.0,1,0
50.0,5,209428.0,10,2,2,1,0,0,0.0,0.0,35.0,0,0
65.0,4,238457.73,7,-1,3,0,0,1,0.0,0.0,40.0,1,0
21.0,2,29852.242,10,0,3,0,0,1,0.0,0.0,32.0,1,0
47.0,4,196457.42,10,-1,6,3,0,0,0.0,0.0,40.0,1,0
43.80335,4,263653.4,5,2,2,1,1,0,0.0,0.0,40.0,0,0
38.0,4,290988.75,9,2,2,1,0,0,0.0,0.0,45.0,1,0
23.0,4,290660.6,10,0,2,3,0,0,0.0,0.0,74.64155,1,0
25.0,4,162720.38,8,0,2,0,0,0,0.0,0.0,35.0,0,0
48.0,4,65594.16,9,2,2,1,-1,0,0.0,0.0,40.0,1,0
31.0,4,212274.72,12,-1,2,2,0,1,0.0,0.0,35.0,1,0
31.0,4,192509.83,12,2,3,1,1,1,0.0,2367.3953,40.0,1,0
17.0,4,236611.05,7,0,2,3,0,1,0.0,0.0,16.0,1,0
32.22535,5,59108.24,9,-1,3,0,0,0,0.0,0.0,55.0,1,0
28.0,4,352714.22,13,0,7,0,0,1,2113.2502,0.0,40.0,0,0
30.0,4,153997.11,10,-1,5,3,0,1,0.0,0.0,35.0,1,0
25.0,4,193247.77,11,0,3,0,0,1,2852.35,0.0,40.0,1,0
38.0,4,170270.19,9,2,2,1,0,0,0.0,2097.109,50.0,1,0
45.0,4,240495.84,9,2,2,1,0,0,0.0,0.0,40.0,1,0
28.0,4,403803.8,9,0,3,0,0,1,0.0,0.0,40.0,1,0
62.0,1,107804.055,14,0,7,0,0,1,0.0,1598.218,45.0,1,0
37.0,4,231202.12,9,-1,2,2,0,1,0.0,2636.4155,20.0,0,0
21.0,4,200290.28,13,0,6,-1,0,1,0.0,0.0,40.0,1,0
19.0,4,128000.0,10,0,3,3,0,1,0.0,0.0,20.0,1,0
41.0,4,149592.08,9,2,2,1,0,0,0.0,0.0,40.0,1,0
36.0,4,166485.31,13,0,3,0,0,0,0.0,0.0,40.0,1,0
47.0,4,254559.47,13,2,3,1,0,0,0.0,0.0,60.0,1,0
39.0,4,314001.28,9,2,2,1,1,1,0.0,0.0,40.0,1,0
58.0,1,188478.92,5,2,7,1,0,0,0.0,0.0,99.0,1,0
48.584923,4,147134.55,9,-1,3,0,0,0,0.0,0.0,48.0,1,0
46.0,4,223982.23,10,2,6,1,1,0,0.0,0.0,40.0,1,0
47.0,4,237258.73,9,-1,2,0,0,0,0.0,0.0,50.0,1,0
34.0,4,289903.56,9,-1,2,2,1,1,0.0,0.0,50.0,1,0
38.0,4,393095.47,5,2,2,1,0,0,0.0,0.0,35.0,1,0
53.208458,6,175209.62,10,2,3,1,0,0,0.0,0.0,45.0,1,0
46.0,4,116050.016,9,-1,6,0,1,1,0.0,0.0,40.0,1,0
48.0,4,183555.89,14,2,6,1,0,0,0.0,0.0,40.0,1,0
32.0,4,34283.11,9,0,2,3,0,0,0.0,0.0,40.0,1,0
33.0,4,108964.555,4,2,2,1,0,0,0.0,0.0,50.0,1,0
34.0,4,26371.52,9,0,3,0,0,0,0.0,0.0,38.0,1,0
42.0,1,106395.57,14,2,4,1,0,0,0.0,0.0,50.0,1,0
25.0,4,131970.53,13,0,2,0,-1,0,0.0,0.0,40.0,0,0
59.0,4,85783.31,9,-1,2,0,0,1,0.0,0.0,40.0,1,0
37.0,4,105259.63,9,2,2,1,0,0,0.0,0.0,35.0,1,0
28.0,4,137796.03,10,0,2,0,0,0,0.0,0.0,52.683567,1,0
41.0,1,303304.88,13,2,2,1,0,0,0.0,0.0,40.0,1,0
64.0,5,175253.97,8,2,2,1,0,0,0.0,0.0,40.0,1,0
56.0,4,35887.684,9,-1,2,0,0,0,0.0,0.0,40.0,1,0
54.0,4,37786.082,12,-1,3,-1,-1,1,0.0,0.0,30.0,0,0
34.0,4,164255.1,10,0,3,0,0,0,0.0,0.0,40.0,1,0
46.0,4,411207.34,11,0,5,2,0,1,0.0,0.0,16.0,1,0
27.279629,4,220608.56,9,-1,2,0,0,0,0.0,0.0,40.0,1,0
52.0,4,163832.64,9,2,2,1,0,0,0.0,0.0,73.48106,1,0
22.0,4,258259.08,11,2,2,1,0,0,0.0,0.0,40.0,1,0
63.70307,5,389717.66,9,0,2,3,0,0,0.0,0.0,40.0,1,0
38.0,4,285961.38,2,-1,2,0,0,0,0.0,0.0,40.0,0,0
42.0,6,117837.97,9,2,2,1,1,0,0.0,0.0,40.0,1,0
21.0,4,221770.97,9,0,2,3,0,1,0.0,0.0,40.0,0,0
47.0,4,29889.625,13,0,7,0,0,1,0.0,0.0,40.0,1,0
55.0,3,112654.42,13,-1,7,0,0,1,0.0,0.0,40.0,1,0
26.689777,4,242307.34,12,0,2,0,0,0,0.0,0.0,40.0,1,0
56.386868,4,148582.05,10,2,6,1,0,0,0.0,0.0,45.0,1,0
43.0,4,117747.27,13,-1,7,0,0,1,0.0,0.0,35.0,1,0
24.0,4,173559.1,9,1,2,0,0,0,0.0,0.0,40.0,1,0
46.0,4,118338.26,10,-1,3,2,0,1,0.0,0.0,60.0,1,0
64.0,4,97566.25,10,0,3,0,0,1,0.0,0.0,25.0,1,0
30.0,5,552153.4,9,2,3,1,0,0,0.0,0.0,50.0,0,0
59.0,1,126930.234,7,2,2,1,0,0,0.0,0.0,40.0,1,0
45.0,4,208654.92,13,-1,6,2,0,1,0.0,0.0,50.0,1,0
63.0,4,192700.56,9,2,3,1,0,0,0.0,0.0,40.0,1,0
45.0,4,176215.27,9,2,3,1,0,0,0.0,0.0,50.0,1,0
55.0,5,200472.48,9,2,3,1,0,0,0.0,0.0,45.0,1,0
55.0,4,223673.14,9,2,3,1,0,1,0.0,0.0,45.0,1,0
18.0,4,129999.18,7,0,3,3,0,1,0.0,0.0,25.0,1,0
26.0,4,220720.47,10,2,4,1,0,0,0.0,0.0,65.0,1,0
41.0,4,284484.7,9,0,4,0,1,0,0.0,0.0,42.201927,1,0
24.0,4,189919.81,14,0,5,0,0,0,0.0,0.0,50.0,1,0
35.0,4,162227.39,9,2,2,1,0,0,0.0,0.0,48.0,1,0
20.0,4,231710.8,10,0,3,2,0,1,0.0,0.0,30.0,1,0
27.0,4,140296.3,16,0,3,0,-1,0,0.0,0.0,48.0,0,0
57.0,4,321924.1,13,2,3,1,0,0,0.0,0.0,40.0,1,0
28.0,1,312673.72,14,-1,7,0,0,1,0.0,0.0,40.0,1,0
47.0,4,149173.39,13,-1,7,0,0,0,0.0,0.0,30.220217,1,0
52.0,4,114565.68,10,2,2,1,1,0,0.0,0.0,40.0,1,0
55.0,4,197955.17,13,-1,6,0,0,0,0.0,0.0,56.0,1,0
56.0,4,139025.69,6,2,2,1,0,0,0.0,0.0,40.0,1,0
19.0,4,209387.16,7,0,3,3,0,0,0.0,0.0,40.0,1,0
35.0,5,66859.805,12,2,7,1,0,0,0.0,0.0,50.0,1,0
30.0,4,203376.4,6,0,2,3,0,0,0.0,0.0,15.0,1,0
34.0,4,197463.25,13,0,7,0,0,0,0.0,0.0,45.0,1,0
34.0,4,102757.31,9,-1,3,2,1,1,0.0,0.0,40.0,1,0
28.0,4,202309.3,13,0,3,-1,1,1,0.0,0.0,20.0,0,0
47.0,4,38445.695,8,-1,6,2,0,1,0.0,0.0,40.0,1,0
17.0,4,92659.65,8,0,2,3,0,1,0.0,0.0,40.0,1,0
41.0,4,173631.64,4,0,3,2,0,1,0.0,0.0,30.0,1,0
41.0,4,60325.54,13,-1,7,0,-1,0,0.0,0.0,40.0,0,0
65.0,4,242538.38,5,2,2,1,0,0,0.0,0.0,40.0,1,0
27.0,4,233802.08,13,2,2,1,0,0,0.0,0.0,60.0,1,0
32.0,4,131588.05,11,2,2,1,0,0,2420.2253,0.0,52.0,1,0
26.0,4,199126.95,5,0,3,2,0,1,0.0,0.0,11.691387,1,0
46.0,6,210840.45,9,2,2,1,0,0,0.0,0.0,65.0,1,0
61.0,4,272016.16,10,-1,3,0,0,1,0.0,0.0,30.0,1,0
48.0,4,51390.977,9,2,2,1,0,0,0.0,0.0,40.0,0,0
23.0,4,204004.66,10,0,3,3,0,0,0.0,0.0,40.0,1,0
24.637445,4,110980.88,10,0,2,3,0,0,0.0,1757.9795,40.0,1,0
55.0,4,115464.31,7,2,2,1,0,0,0.0,0.0,40.0,1,0
58.0,4,88855.45,4,-1,2,0,0,1,2173.6814,0.0,32.0,1,0
54.12709,4,225497.5,3,-1,2,0,1,1,3997.1365,0.0,25.0,1,0
28.0,4,236113.47,5,0,3,0,0,0,5013.0,0.0,45.0,1,0
40.0,4,72353.31,14,0,2,3,0,0,0.0,0.0,30.0,1,0
19.0,4,155873.23,9,0,2,-1,0,1,0.0,0.0,24.0,1,0
54.980507,5,192890.95,10,2,6,1,0,0,2581.7825,0.0,40.0,1,0
34.0,4,120468.96,6,2,2,1,0,1,0.0,0.0,24.182281,1,0
20.0,4,176273.61,7,0,1,3,1,0,0.0,0.0,40.0,1,0
24.0,4,194139.64,9,0,3,2,1,1,0.0,0.0,40.0,1,0
33.0,4,243186.5,13,0,6,0,0,1,3918.912,0.0,45.0,1,0
23.0,4,168775.22,9,0,3,3,0,1,0.0,0.0,40.0,1,0
47.0,4,245917.56,7,-1,3,2,1,1,0.0,0.0,40.0,1,0
31.0,4,120747.36,13,-1,6,0,0,0,0.0,0.0,40.0,1,0
19.0,5,301823.1,9,0,3,0,0,1,0.0,0.0,30.0,1,0
43.0,4,166488.75,10,-1,2,0,0,1,0.0,0.0,38.400574,1,0
44.0,4,190980.66,9,-1,3,2,0,0,0.0,0.0,35.0,1,0
29.0,4,178639.88,14,2,6,1,1,0,4931.806,0.0,40.0,1,0
31.0,4,46655.684,7,0,1,0,0,0,0.0,0.0,47.83855,0,0
37.0,4,205288.72,11,0,2,0,0,0,0.0,0.0,50.0,1,0
48.0,3,253265.86,9,2,5,1,0,0,0.0,0.0,40.0,1,0
56.0,5,109056.69,7,2,2,1,0,0,0.0,0.0,45.0,1,0
29.0,4,185234.66,9,0,2,3,0,0,0.0,0.0,40.0,1,0
51.128593,5,215192.7,10,2,7,1,0,0,0.0,0.0,60.0,1,0
36.0,2,300287.7,7,-1,2,2,0,1,0.0,0.0,30.0,1,0
68.0,4,272503.3,4,2,3,1,0,0,0.0,0.0,40.0,1,0
31.0,2,235912.47,14,0,3,3,1,1,0.0,0.0,10.598343,1,0
46.0,4,179464.45,14,-1,7,0,0,1,0.0,0.0,42.66153,1,0
30.0,4,106164.94,9,-1,2,0,0,0,0.0,0.0,20.0,1,0
29.0,5,48412.445,14,-1,7,2,0,1,0.0,0.0,48.43102,1,0
24.0,4,349371.94,10,2,4,1,1,0,0.0,0.0,40.0,1,0
18.0,4,225208.28,10,0,3,3,0,1,0.0,0.0,20.0,1,0
33.19837,2,175349.42,14,0,7,0,1,1,0.0,0.0,40.0,1,0
26.0,5,216448.06,9,2,6,1,0,0,0.0,0.0,38.0,1,0
17.0,4,316444.16,7,0,7,3,0,1,0.0,0.0,25.0,1,0
25.0,1,146133.08,10,0,4,3,0,0,0.0,0.0,30.0,1,0
31.0,4,120466.43,9,0,2,3,-1,1,0.0,0.0,45.0,1,0
25.0,4,212276.5,2,0,3,0,-1,0,0.0,0.0,40.0,0,0
28.0,4,138602.06,9,0,3,-1,0,0,0.0,0.0,35.0,1,0
58.058823,5,125857.99,4,2,2,1,0,0,0.0,0.0,99.0,1,0
25.0,4,157665.52,10,0,3,3,0,0,0.0,0.0,35.0,1,0
24.0,4,170483.16,9,-1,2,0,0,1,0.0,0.0,35.0,1,0
38.0,4,275161.1,11,0,6,0,0,0,0.0,0.0,60.0,1,0
20.0,4,302147.25,7,0,2,2,0,1,0.0,0.0,20.0,1,0
60.0,4,134416.38,9,0,3,0,0,1,0.0,0.0,37.2513,1,0
38.407978,4,197462.53,10,-1,6,0,0,0,0.0,0.0,25.0,1,0
43.0,4,134951.83,9,-1,2,-1,1,1,0.0,0.0,30.0,1,0
20.0,4,233555.73,10,0,4,3,-1,0,0.0,0.0,65.0,1,0
44.0,4,187626.48,9,2,2,1,0,0,0.0,0.0,40.0,1,0
31.0,4,164967.36,9,2,2,1,0,0,0.0,0.0,40.0,1,0
76.31257,4,186992.03,10,-1,3,0,0,0,0.0,0.0,20.0,1,0
21.0,4,114813.44,10,0,2,2,0,1,0.0,0.0,20.0,1,0
20.0,2,103218.39,10,0,3,0,0,0,0.0,0.0,30.0,1,0
35.0,3,59362.39,9,-1,2,0,-1,0,0.0,0.0,45.0,1,0
