age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
46.0,4,208619.72,12,2,3,1,0,0,5794.0034,0.0,40.0,0,1
42.0,4,147924.45,13,2,6,1,0,0,0.0,0.0,65.0,1,1
34.0,4,32367.23,11,2,2,1,0,0,5174.145,0.0,45.0,1,1
43.0,4,196049.25,13,2,6,1,0,0,0.0,0.0,52.437473,1,1
35.0,4,330761.78,13,2,6,1,0,0,0.0,2024.8198,40.0,1,1
36.0,4,162303.66,14,2,6,1,0,0,0.0,0.0,50.0,0,1
71.97977,1,111923.21,16,2,6,1,0,0,6774.2583,0.0,20.0,1,1
42.0,6,343066.53,13,2,6,1,0,0,0.0,0.0,50.0,1,1
38.552513,2,114137.46,13,-1,6,0,0,0,0.0,0.0,60.0,1,1
54.0,4,39741.75,13,2,3,1,0,1,13740.881,0.0,40.0,1,1
36.0,4,151552.47,13,2,6,1,-1,0,0.0,0.0,60.0,1,1
37.0,4,441991.5,9,2,2,1,0,0,0.0,0.0,40.0,0,1
52.0,1,218530.8,9,2,3,1,0,0,0.0,0.0,40.0,1,1
43.0,4,523922.88,9,2,6,1,0,0,0.0,0.0,40.0,1,1
47.0,1,182405.31,16,2,7,1,0,0,0.0,0.0,48.0,1,1
34.0,4,209210.53,14,2,6,1,0,1,0.0,0.0,40.0,1,1
48.328613,1,119601.12,14,-1,7,2,0,1,4781.602,0.0,15.0,1,1
58.0,6,158978.36,13,2,7,1,0,0,0.0,0.0,60.0,1,1
33.0,4,441191.44,9,2,2,1,0,0,7194.889,0.0,40.0,0,1
49.0,1,147577.42,13,2,3,1,0,0,0.0,0.0,62.886223,1,1
41.0,4,148450.81,10,2,5,1,0,1,0.0,0.0,15.0,1,1
43.0,6,112864.89,13,2,6,1,0,1,5013.0,0.0,50.0,1,1
50.0,4,179361.22,11,2,7,1,0,0,8157.729,0.0,60.0,0,1
44.0,5,111430.5,10,2,2,1,0,0,0.0,1945.3871,40.0,1,1
43.479145,2,365583.34,14,0,6,0,0,1,0.0,0.0,40.0,1,1
60.75938,1,178498.02,10,2,6,1,0,0,0.0,0.0,50.0,0,1
44.0,4,143115.55,15,2,7,1,0,0,0.0,0.0,80.0,1,1
42.0,4,188256.61,9,2,3,1,0,1,0.0,0.0,38.07853,1,1
40.0,6,150990.4,13,2,7,1,0,1,0.0,0.0,40.0,1,1
42.0,6,221745.61,10,2,2,1,0,0,0.0,0.0,40.0,1,1
51.0,4,238680.4,9,2,6,1,0,0,5019.8667,0.0,40.0,1,1
54.0,4,203142.3,9,2,7,1,0,0,0.0,0.0,50.0,1,1
54.0,4,187251.53,10,2,5,1,0,0,0.0,1911.9164,35.0,1,1
50.0,1,127531.95,15,-1,7,2,0,1,0.0,0.0,40.0,1,1
43.0,6,159821.56,10,2,3,1,0,0,0.0,0.0,40.0,1,1
64.0,4,170716.0,14,2,7,1,0,0,0.0,0.0,40.0,1,1
32.0,4,422919.34,13,2,5,1,0,0,0.0,0.0,45.0,1,1
63.0,6,250676.56,14,2,3,1,0,0,11972.461,0.0,40.0,1,1
26.0,4,211010.53,9,2,2,1,0,0,0.0,0.0,40.0,1,1
36.0,4,305423.5,9,2,3,1,0,0,0.0,0.0,40.0,1,1
40.0,6,325177.72,13,2,7,1,0,0,0.0,0.0,64.22424,1,1
51.0,1,200348.6,9,2,3,1,0,0,0.0,0.0,40.0,1,1
54.0,4,120732.17,10,2,2,1,0,0,0.0,0.0,40.0,1,1
34.0,4,273142.7,10,2,3,1,0,0,0.0,0.0,40.0,1,1
40.0,6,59449.03,10,2,3,1,0,0,0.0,0.0,60.59829,1,1
57.0,1,54864.17,10,2,7,1,0,0,0.0,0.0,40.0,1,1
36.0,4,126868.97,9,2,2,1,0,0,5155.86,0.0,40.0,1,1
53.0,4,150722.05,5,2,3,1,-1,1,7238.744,0.0,40.0,1,1
57.0,4,257149.19,14,2,6,1,0,0,0.0,0.0,50.0,1,1
46.0,4,361195.5,9,-1,2,0,0,0,0.0,0.0,45.0,1,1
44.0,4,144134.1,14,2,2,1,-1,0,0.0,0.0,40.0,0,1
32.0,4,254786.47,13,2,7,1,0,0,0.0,0.0,40.0,1,1
56.0,4,105397.86,13,2,7,1,1,0,0.0,0.0,40.0,1,1
46.0,4,49082.977,9,2,3,1,0,1,5013.0,0.0,50.0,1,1
56.0,4,66635.58,9,2,2,1,0,0,0.0,0.0,40.0,1,1
37.0,4,30001.08,13,2,4,1,0,0,0.0,0.0,40.0,1,1
41.0,4,21971.537,10,2,3,1,0,1,0.0,0.0,35.0,1,1
52.0,4,125924.7,13,2,6,1,0,0,0.0,0.0,40.0,1,1
48.0,4,449025.9,14,0,6,0,0,0,10443.048,1637.5118,40.0,1,1
38.0,4,271838.34,13,2,3,1,0,1,0.0,0.0,50.0,1,1
38.0,6,149923.11,5,2,3,1,-1,0,0.0,0.0,50.0,1,1
47.0,4,203443.1,10,2,3,1,0,0,0.0,0.0,45.0,1,1
42.0,4,170445.72,13,2,7,1,0,0,0.0,0.0,40.0,1,1
42.0,4,222711.42,9,2,2,1,-1,0,8310.198,0.0,48.0,0,1
46.0,4,95213.24,9,2,6,1,-1,0,0.0,0.0,40.0,1,1
41.0,3,45051.125,10,2,6,1,-1,0,0.0,0.0,40.0,1,1
63.0,4,92040.87,9,2,3,1,0,0,0.0,0.0,40.0,1,1
37.0,1,154326.03,9,2,2,1,0,0,0.0,0.0,30.0,1,1
40.0,5,218365.42,11,2,7,1,0,0,0.0,0.0,50.0,1,1
48.0,6,132528.11,10,2,3,1,0,0,0.0,1988.6697,40.0,1,1
45.0,4,30870.799,13,2,7,1,0,1,0.0,0.0,45.0,1,1
44.0,4,36034.184,10,2,6,1,0,0,0.0,0.0,45.0,1,1
32.0,4,169019.6,13,2,7,1,0,0,0.0,0.0,40.0,1,1
47.0,4,173114.7,13,-1,6,2,0,1,0.0,0.0,55.0,1,1
53.0,4,211238.02,9,2,3,1,0,0,0.0,0.0,40.0,1,1
56.0,6,208312.03,14,2,7,1,0,0,0.0,0.0,64.39939,0,1
60.0,1,303333.7,13,2,6,1,0,0,0.0,0.0,55.60122,1,1
55.0,3,210191.44,13,2,6,1,0,0,6776.084,0.0,50.0,1,1
40.0,4,206948.38,10,2,2,1,0,1,0.0,0.0,40.0,1,1
58.0,4,217346.17,15,2,7,1,0,1,0.0,0.0,10.0,1,1
38.0,4,203910.31,14,0,7,0,0,0,0.0,0.0,50.0,1,1
44.0,4,291886.66,10,2,3,1,0,0,0.0,0.0,40.0,0,1
55.0,5,391301.4,9,2,2,1,0,1,0.0,0.0,8.0,1,1
62.90894,5,180687.64,10,2,6,1,0,0,9492.288,0.0,40.0,1,1
34.0,4,43021.016,9,2,2,1,0,0,0.0,0.0,61.328342,1,1
46.0,4,143762.36,9,2,3,1,0,0,0.0,2227.5596,40.0,1,1
48.0,2,231724.55,15,-1,6,2,0,1,31798.7,0.0,93.36373,0,1
