age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
39.0,4,176348.44,4,-1,2,2,0,1,0.0,0.0,40.0,0,0
26.0,4,78156.09,13,0,6,0,0,1,0.0,0.0,30.0,1,0
68.95287,4,119109.44,4,2,1,1,0,0,0.0,0.0,40.0,1,0
41.0,4,173786.73,14,-1,3,0,0,0,0.0,0.0,40.0,1,0
36.0,4,208307.77,10,0,3,3,0,0,0.0,0.0,50.0,1,0
50.0,2,137673.16,13,2,6,1,0,0,4394.194,0.0,40.0,1,0
48.0,4,151861.44,10,-1,2,2,0,1,0.0,0.0,40.0,1,0
42.0,4,222573.86,10,-1,3,0,0,0,0.0,0.0,28.0,1,0
22.0,4,301231.5,10,2,3,1,0,0,0.0,0.0,20.0,1,0
62.0,4,79602.71,9,-1,2,0,1,1,0.0,0.0,40.0,1,0
30.0,4,207551.03,9,2,3,1,0,0,0.0,0.0,47.242954,1,0
26.0,4,248824.16,11,-1,7,2,1,1,0.0,0.0,40.0,1,0
21.0,4,298299.28,10,-1,3,3,0,0,0.0,0.0,25.0,1,0
30.0,4,27887.695,9,0,2,0,0,0,0.0,0.0,25.0,1,0
43.0,4,145810.36,9,-1,2,0,0,1,0.0,0.0,7.6622,1,0
30.0,5,137871.06,10,2,2,1,0,0,0.0,0.0,50.0,1,0
28.0,4,185403.92,13,2,1,1,0,0,0.0,0.0,46.0,1,0
64.0,3,144776.27,6,2,2,1,0,0,2886.5098,0.0,28.0,1,0
27.0,4,319594.03,10,0,5,0,0,0,0.0,0.0,40.0,1,0
23.0,4,202171.61,12,0,3,3,1,1,0.0,0.0,30.0,1,0
38.0,4,68649.2,1,2,2,1,-1,0,0.0,0.0,40.0,0,0
27.0,4,171107.94,10,2,2,1,0,0,0.0,0.0,40.0,0,0
32.0,4,27736.459,11,0,6,0,0,0,0.0,0.0,40.0,1,0
24.0,2,114669.26,13,-1,3,0,0,1,0.0,0.0,40.0,1,0
48.0,5,223619.19,6,2,2,1,0,0,0.0,0.0,45.0,1,0
28.0,4,153328.02,10,-1,3,2,0,1,0.0,0.0,40.0,1,0
31.0,4,205928.08,9,2,2,1,1,0,0.0,0.0,40.0,1,0
28.0,4,168189.14,13,0,5,3,0,1,0.0,0.0,50.0,1,0
48.0,4,347539.78,9,-1,2,0,0,0,0.0,0.0,40.0,1,0
32.0,5,323259.16,6,2,3,1,0,0,0.0,0.0,40.0,1,0
35.0,4,346153.25,14,0,6,0,0,0,0.0,0.0,40.0,1,0
39.0,2,360910.62,6,2,2,1,0,0,0.0,0.0,40.0,1,0
33.0,4,246096.7,9,2,2,1,0,0,0.0,0.0,40.0,1,0
47.0,4,174416.14,10,2,3,1,0,0,0.0,0.0,40.0,1,0
26.0,4,324868.6,10,0,2,3,0,1,0.0,0.0,40.0,1,0
34.0,4,247523.9,10,2,2,1,0,0,0.0,0.0,40.0,1,0
35.0,4,235109.78,9,0,3,0,0,1,0.0,0.0,72.0,1,0
28.0,4,196395.36,9,0,2,3,0,0,0.0,0.0,48.0,1,0
22.0,4,247971.83,10,0,3,0,0,1,0.0,0.0,40.0,1,0
24.0,4,305267.0,9,2,3,1,-1,1,0.0,0.0,33.58585,1,0
31.0,1,243801.64,13,2,7,1,1,0,0.0,0.0,64.37238,1,0
30.0,4,94093.83,9,0,6,0,0,1,0.0,0.0,40.0,1,0
74.47995,5,273387.44,9,2,2,1,0,0,2856.3635,0.0,50.0,1,0
25.0,2,427045.5,13,-1,3,0,0,0,0.0,0.0,40.0,1,0
57.0,2,280323.6,4,-1,4,0,0,0,0.0,0.0,35.0,1,0
36.0,4,379612.12,6,2,2,1,0,0,0.0,0.0,40.0,1,0
50.0,5,35112.11,9,2,3,1,0,0,0.0,0.0,70.0,1,0
33.0,4,525027.4,9,0,3,-1,0,0,0.0,0.0,40.0,1,0
32.0,3,278758.56,13,0,7,0,0,1,0.0,0.0,40.0,1,0
41.0,4,154462.62,9,-1,4,2,0,0,0.0,0.0,40.0,1,0
27.0,4,158848.34,9,0,3,2,0,1,0.0,0.0,40.0,1,0
25.0,4,128469.56,10,0,6,0,0,1,0.0,0.0,80.0,1,0
35.0,1,349797.66,9,-1,2,0,1,0,0.0,0.0,40.0,1,0
40.0,4,249059.8,9,0,2,2,1,1,0.0,0.0,40.0,1,0
38.0,4,34226.746,11,0,6,0,0,0,0.0,0.0,40.0,1,0
18.0,4,34891.41,10,0,3,3,0,1,0.0,0.0,20.0,1,0
31.0,4,68388.58,13,2,2,1,0,0,4451.5127,0.0,35.0,1,0
36.0,4,134147.97,10,-1,3,0,0,1,0.0,0.0,62.47526,1,0
27.0,1,254859.84,14,0,7,3,0,1,0.0,0.0,40.0,1,0
25.0,4,149881.8,9,0,2,0,0,0,0.0,0.0,40.0,1,0
22.0,4,38673.047,10,0,3,3,0,1,0.0,1561.5461,40.0,1,0
23.0,1,153333.55,13,0,7,3,0,1,0.0,0.0,24.0,1,0
22.0,4,174401.62,9,0,2,0,0,0,0.0,0.0,40.0,1,0
50.0,4,193921.52,10,2,2,1,0,0,0.0,0.0,40.0,1,0
77.92467,5,141537.55,6,-1,2,0,0,1,0.0,0.0,20.0,1,0
29.0,1,268931.28,10,0,3,0,1,1,0.0,0.0,55.0,1,0
35.0,4,209472.25,10,0,6,0,0,1,0.0,0.0,40.0,1,0
46.0,4,62273.668,9,1,2,0,0,1,0.0,0.0,50.0,0,0
65.0,1,179420.61,10,-1,1,2,0,0,0.0,0.0,18.0,1,0
32.0,4,282534.22,16,2,2,1,0,0,3914.7568,0.0,40.0,1,0
42.0,5,372438.84,10,2,2,1,0,0,0.0,0.0,40.0,1,0
31.0,4,35135.836,10,0,3,0,0,0,0.0,0.0,40.0,1,0
39.0,2,121796.69,11,-1,7,0,0,1,0.0,0.0,45.0,1,0
43.0,2,198486.48,9,0,3,0,1,0,0.0,0.0,40.0,0,0
42.0,2,189784.7,13,0,6,0,0,1,0.0,0.0,40.0,1,0
39.0,1,42998.88,13,0,7,0,0,1,0.0,0.0,15.0,1,0
37.0,5,221488.61,14,0,6,0,0,1,0.0,0.0,50.0,1,0
46.0,4,222290.9,9,-1,3,0,1,0,0.0,0.0,40.0,1,0
48.485893,4,166157.55,7,1,2,2,0,1,0.0,0.0,35.0,1,0
34.0,4,247055.7,9,0,3,-1,0,1,0.0,0.0,40.0,1,0
45.0,4,53609.0,10,0,3,3,0,0,0.0,0.0,35.0,1,0
33.0,1,136808.06,11,2,2,1,0,1,0.0,1991.4304,30.0,0,0
45.0,1,282647.6,10,-1,3,0,0,0,0.0,0.0,50.0,1,0
40.0,4,234463.11,9,2,3,1,0,0,0.0,0.0,40.0,1,0
43.0,3,144392.2,9,-1,2,2,0,1,0.0,0.0,40.0,1,0
45.0,1,469814.3,13,0,3,0,0,1,0.0,0.0,40.0,1,0
43.811962,5,64174.203,10,-1,6,2,0,1,0.0,0.0,70.0,1,0
27.0,5,197565.12,10,2,5,1,0,1,0.0,0.0,40.0,1,0
20.0,4,248684.28,9,0,3,0,0,0,0.0,0.0,40.0,1,0
31.0,4,172584.95,10,0,3,0,0,0,0.0,0.0,40.0,1,0
19.0,6,447775.72,7,0,5,0,0,0,0.0,0.0,60.0,1,0
31.0,5,131596.17,12,0,3,3,1,0,0.0,0.0,35.0,1,0
43.0,1,122560.48,9,-1,2,0,0,0,3848.6804,0.0,40.0,1,0
24.0,4,536115.7,9,0,2,0,1,0,0.0,0.0,40.0,1,0
53.0,5,33938.63,10,2,3,1,0,0,0.0,0.0,40.0,1,0
41.0,1,185319.69,9,2,3,1,0,1,0.0,1732.1748,40.0,1,0
51.0,4,344795.28,9,2,2,1,0,0,0.0,0.0,50.0,1,0
45.0,4,173369.12,7,-1,2,0,0,1,3325.0,0.0,40.0,1,0
30.0,5,137673.1,9,2,2,1,0,0,0.0,0.0,77.961006,0,0
31.0,4,297164.72,9,2,2,1,0,0,0.0,1589.6106,45.0,1,0
43.85664,4,34247.742,10,2,2,1,0,0,0.0,0.0,40.0,1,0
55.0,4,143740.0,15,-1,7,0,0,1,0.0,2119.8152,37.724182,1,0
34.0,4,94492.555,9,0,3,3,0,1,0.0,0.0,37.53533,1,0
61.0,4,117754.39,9,2,2,1,0,0,0.0,0.0,35.0,1,0
34.0,4,283832.75,12,-1,3,0,0,1,0.0,0.0,35.0,1,0
28.0,4,438830.25,2,0,2,-1,0,0,0.0,0.0,40.0,0,0
34.0,4,207285.64,10,0,3,0,0,1,0.0,0.0,40.0,1,0
23.0,4,247417.89,11,0,6,0,0,0,0.0,0.0,30.0,1,0
50.0,5,27126.623,12,2,1,1,0,0,0.0,0.0,55.0,1,0
18.0,4,388387.44,10,0,5,0,1,1,0.0,0.0,20.0,1,0
58.0,4,174613.55,9,2,2,1,1,0,0.0,0.0,30.0,1,0
25.0,4,304882.34,13,0,2,0,0,0,0.0,0.0,70.0,1,0
29.0,3,117502.414,9,-1,2,2,-1,1,0.0,0.0,32.0,1,0
17.0,4,339933.56,5,0,2,-1,0,0,0.0,0.0,25.0,0,0
35.0,4,100925.875,6,0,2,0,0,0,0.0,0.0,40.0,1,0
42.0,6,340576.9,10,-1,3,0,0,0,0.0,0.0,40.0,1,0
56.0,1,242278.66,9,2,2,1,0,0,0.0,0.0,40.0,1,0
25.0,4,161062.47,10,2,3,3,-1,0,0.0,0.0,35.0,1,0
25.0,4,259243.44,9,0,3,2,1,1,0.0,0.0,45.116993,1,0
55.0,4,34571.85,9,2,3,1,0,0,0.0,0.0,45.0,1,0
35.0,4,215764.7,10,0,2,0,-1,0,0.0,0.0,45.0,1,0
62.0,4,365883.88,9,-1,3,0,0,0,0.0,0.0,40.0,1,0
64.0,5,280775.88,9,2,2,1,0,0,0.0,0.0,40.0,1,0
49.0,6,116508.17,12,-1,6,2,0,1,0.0,0.0,60.0,1,0
22.0,4,54644.36,9,0,2,0,0,1,0.0,0.0,40.0,1,0
17.0,4,458970.6,7,0,2,-1,0,0,0.0,0.0,20.0,0,0
68.0,4,75293.23,12,-1,3,0,0,1,0.0,0.0,40.0,1,0
17.0,4,168818.95,7,0,3,3,0,1,0.0,0.0,40.0,1,0
28.0,6,159254.5,14,0,3,0,0,0,0.0,0.0,60.0,1,0
51.0,2,123801.195,14,-1,7,0,1,1,0.0,0.0,40.0,1,0
22.0,4,111484.71,13,0,6,0,0,1,0.0,0.0,40.0,1,0
18.0,4,167881.92,9,0,3,3,0,1,0.0,0.0,40.0,1,0
32.0,4,203884.12,9,2,2,1,-1,0,0.0,0.0,48.0,1,0
45.0,4,96915.03,10,2,2,1,0,0,0.0,0.0,40.0,1,0
41.0,4,210322.23,13,-1,3,2,0,0,0.0,0.0,36.0,1,0
32.0,3,214685.52,12,2,3,1,1,0,0.0,0.0,40.0,1,0
25.0,3,195740.48,10,-1,3,0,1,1,0.0,0.0,40.0,1,0
48.0,4,53304.24,5,-1,2,2,0,1,0.0,0.0,40.0,1,0
23.0,4,131550.94,4,0,3,3,0,1,0.0,0.0,20.0,1,0
64.68266,4,117721.54,9,2,2,1,1,0,0.0,0.0,40.0,1,0
34.0,4,305358.78,10,0,2,3,0,0,0.0,0.0,10.751718,1,0
48.0,1,128802.38,7,-1,1,0,0,1,0.0,0.0,40.0,1,0
24.0,4,221595.84,10,2,6,1,0,1,0.0,0.0,50.0,1,0
57.0,4,182350.03,10,-1,3,-1,0,1,0.0,0.0,40.0,1,0
55.0,4,39448.242,5,2,1,1,0,0,0.0,0.0,46.710415,1,0
33.0,3,32488.092,10,2,6,1,0,0,0.0,0.0,40.0,1,0
46.0,1,187408.27,13,2,6,1,0,0,0.0,0.0,25.0,1,0
35.0,4,135709.84,13,0,7,0,0,0,0.0,0.0,36.082058,1,0
26.0,3,210874.47,11,0,3,3,0,0,0.0,0.0,40.0,0,0
59.0,3,171913.16,10,2,2,1,0,0,0.0,0.0,40.0,1,0
45.0,4,281593.8,9,-1,3,2,0,1,0.0,0.0,40.0,1,0
48.0,1,58032.176,12,-1,7,0,0,1,0.0,0.0,40.0,1,0
27.0,4,299867.72,9,0,3,0,0,0,0.0,0.0,40.0,1,0
35.0,4,204248.58,10,-1,3,2,0,1,0.0,0.0,35.0,1,0
38.0,5,72956.2,9,2,2,1,0,0,0.0,0.0,15.0,1,0
53.0,4,172132.06,6,-1,4,2,0,0,0.0,1704.0906,40.0,1,0
45.0,3,29029.488,10,0,2,0,0,0,0.0,0.0,40.0,1,0
57.0,1,231324.39,14,-1,7,0,0,1,0.0,0.0,65.0,1,0
59.269215,5,142996.67,10,-1,2,0,0,0,0.0,0.0,40.0,1,0
22.0,4,169563.75,10,0,3,3,0,1,0.0,1722.7922,60.0,1,0
65.00792,4,117476.88,9,-1,2,0,0,1,0.0,0.0,40.0,0,0
76.90077,4,32969.742,10,-1,2,2,0,0,0.0,0.0,40.0,1,0
36.0,2,218990.97,10,2,7,1,0,0,0.0,0.0,40.0,1,0
34.0,4,379011.6,16,0,3,0,0,1,0.0,0.0,40.0,1,0
37.0,4,162313.03,9,2,6,1,0,0,0.0,0.0,60.0,1,0
33.0,4,304896.97,13,0,3,0,0,0,0.0,0.0,60.0,1,0
36.0,4,357749.03,12,0,7,0,0,0,5013.0,0.0,40.0,1,0
56.0,4,352088.44,8,2,2,1,0,0,0.0,0.0,40.0,1,0
27.0,4,138023.05,5,2,2,1,0,0,0.0,0.0,40.0,1,0
22.0,4,103130.484,10,2,2,1,0,0,0.0,0.0,6.0,1,0
23.0,4,151531.36,10,0,2,3,0,1,0.0,0.0,40.0,1,0
25.0,4,226060.16,6,0,3,0,0,0,0.0,0.0,40.0,1,0
42.0,4,244933.55,13,2,7,1,0,0,5013.0,0.0,35.0,1,0
57.0,5,42724.605,14,-1,7,0,0,0,0.0,0.0,40.0,1,0
29.0,4,200393.98,7,2,2,1,0,0,0.0,0.0,40.0,1,0
19.0,4,156018.83,7,0,2,3,0,0,0.0,1721.7504,32.0,1,0
49.0,4,282489.97,14,-1,7,0,0,0,0.0,0.0,30.0,1,0
38.0,1,234955.84,11,-1,3,2,0,1,0.0,0.0,45.0,1,0
66.0,6,95035.625,3,2,3,1,0,1,0.0,0.0,40.0,0,0
41.0,5,280152.44,9,2,2,1,0,1,0.0,0.0,40.0,1,0
42.0,4,357061.22,12,2,2,1,0,0,0.0,0.0,40.0,1,0
32.0,4,241846.69,10,0,2,3,0,0,0.0,0.0,40.0,1,0
34.0,4,130761.664,13,0,2,3,-1,1,0.0,0.0,35.0,1,0
48.0,2,163193.8,14,2,5,1,0,0,4388.793,0.0,40.0,1,0
25.0,4,214250.94,10,2,3,1,0,0,0.0,0.0,40.0,0,0
44.0,4,194552.98,10,0,2,2,0,1,0.0,0.0,40.0,1,0
41.0,6,178809.94,10,-1,6,2,0,1,0.0,0.0,99.0,1,0
19.0,4,198135.45,10,0,2,3,0,1,0.0,0.0,21.863138,1,0
23.0,4,110173.016,10,0,3,0,0,0,0.0,0.0,40.0,1,0
41.0,6,93328.67,13,2,1,1,0,0,0.0,0.0,99.0,1,0
23.185524,4,345990.22,9,0,3,3,0,0,0.0,0.0,40.0,1,0
74.669525,4,207661.03,13,-1,3,0,0,1,0.0,0.0,25.0,1,0
52.0,1,386633.9,10,-1,3,2,1,1,0.0,0.0,40.0,1,0
26.0,4,334543.25,13,0,2,0,-1,0,0.0,0.0,40.0,0,0
37.0,4,141427.17,13,0,1,0,0,0,0.0,0.0,55.0,1,0
48.0,4,197275.72,5,2,2,1,0,0,0.0,0.0,40.0,1,0
64.0,4,53711.695,8,2,2,1,0,0,0.0,0.0,30.0,1,0
40.0,4,106876.1,6,2,3,1,0,0,0.0,0.0,55.0,1,0
49.0,4,221341.94,9,-1,3,3,0,1,0.0,0.0,40.0,1,0
26.0,2,97156.92,12,2,2,1,0,1,0.0,0.0,35.0,1,0
50.0,4,165749.0,9,2,2,1,0,0,0.0,0.0,40.0,1,0
41.0,4,94930.09,9,-1,3,0,0,0,0.0,0.0,40.0,1,0
19.0,4,122732.12,9,0,2,0,0,0,0.0,0.0,45.0,1,0
47.0,3,160819.6,13,2,7,1,0,0,0.0,0.0,30.0,1,0
26.0,4,211223.72,10,-1,2,0,0,0,0.0,0.0,55.0,1,0
44.0,4,132866.55,9,2,2,1,0,0,0.0,0.0,40.0,1,0
20.0,4,179947.89,10,0,2,3,0,0,0.0,0.0,30.0,1,0
31.0,4,258190.48,7,2,6,1,0,0,0.0,0.0,40.0,1,0
25.0,4,314987.66,13,2,3,1,-1,0,0.0,0.0,25.0,0,0
39.423115,4,34643.54,9,2,2,1,0,0,0.0,0.0,40.0,1,0
37.0,4,34051.73,10,-1,7,2,0,1,0.0,0.0,45.0,1,0
19.0,4,208129.45,8,0,2,3,0,0,0.0,0.0,12.0,1,0
20.0,4,244017.7,10,0,2,3,0,1,0.0,0.0,35.0,1,0
48.0,1,83682.35,13,0,7,0,0,1,3374.9895,0.0,18.562098,1,0
52.0,4,191193.25,8,2,3,1,0,0,0.0,0.0,45.0,1,0
22.0,4,379640.1,10,2,3,1,1,1,0.0,0.0,28.0,1,0
52.0,4,44138.527,8,0,7,0,0,0,0.0,0.0,40.0,1,0
32.0,4,81486.19,10,-1,3,0,1,1,0.0,0.0,40.0,1,0
52.0,4,153394.52,10,2,3,1,0,1,0.0,0.0,32.0,0,0
31.0,4,173518.53,13,0,3,0,0,0,0.0,0.0,40.0,1,0
29.0,4,164593.05,9,2,2,1,0,0,0.0,0.0,50.0,1,0
26.0,4,245722.64,13,0,3,0,-1,0,0.0,0.0,20.0,0,0
43.0,4,234994.03,10,2,2,1,0,0,0.0,0.0,96.27253,1,0
53.0,4,145072.75,9,-1,3,2,0,1,0.0,0.0,40.0,1,0
39.0,4,259790.6,7,2,4,1,0,0,0.0,0.0,40.0,1,0
23.0,4,371622.44,10,0,3,3,0,1,0.0,0.0,40.0,1,0
44.0,3,245611.47,10,2,2,1,0,0,0.0,0.0,48.0,1,0
21.0,4,237465.08,10,0,2,3,0,1,0.0,0.0,40.0,0,0
51.0,6,143537.25,10,-1,3,0,0,0,0.0,0.0,40.0,1,0
39.0,4,152686.06,7,2,2,1,-1,0,0.0,0.0,60.0,1,0
28.0,4,279538.34,10,0,3,0,1,0,0.0,0.0,40.0,1,0
38.0,5,27781.441,13,2,2,1,1,0,0.0,0.0,50.0,1,0
44.0,4,78009.66,13,0,7,-1,0,1,0.0,0.0,60.0,1,0
75.13308,4,313865.75,6,2,4,1,0,0,0.0,1820.6057,15.954784,1,0
43.0,4,200678.72,13,-1,5,0,0,0,0.0,0.0,40.0,1,0
32.184666,4,383580.75,13,0,7,3,0,0,0.0,0.0,25.0,1,0
25.0,4,152039.52,9,0,3,0,-1,1,0.0,0.0,40.0,1,0
36.0,4,153711.05,7,-1,3,2,0,1,0.0,0.0,60.0,1,0
45.0,1,242111.06,5,2,2,1,0,1,0.0,0.0,40.0,1,0
37.0,4,266029.3,9,2,3,1,0,0,0.0,0.0,40.0,1,0
48.0,4,181015.6,4,-1,2,2,0,0,0.0,0.0,40.0,1,0
36.0,4,197416.7,11,1,6,-1,1,1,0.0,0.0,40.0,1,0
49.0,4,248389.16,7,2,3,1,0,1,0.0,0.0,40.0,1,0
51.0,3,112616.11,10,-1,3,0,0,1,0.0,0.0,40.0,1,0
23.0,4,201270.44,13,0,6,3,0,0,0.0,0.0,40.0,1,0
27.0,4,184465.4,7,1,2,-1,0,0,0.0,0.0,40.0,1,0
20.0,4,166182.25,9,0,2,3,0,0,0.0,0.0,30.0,1,0
77.10898,5,207139.2,15,2,7,1,0,0,0.0,1670.5774,38.0,1,0
46.0,4,101612.59,7,2,3,1,1,0,0.0,0.0,40.0,0,0
39.0,5,162487.05,13,-1,7,0,0,0,0.0,0.0,53.39516,1,0
73.0,1,50294.84,9,2,3,1,0,1,0.0,0.0,40.0,1,0
58.0,4,223348.11,10,2,1,1,0,0,0.0,0.0,40.0,1,0
35.0,2,87017.67,9,0,2,0,0,1,0.0,0.0,12.0,1,0
26.0,4,97997.66,9,0,2,0,0,1,0.0,0.0,40.0,1,0
63.0,3,257551.56,10,-1,3,2,0,1,0.0,0.0,32.0,1,0
64.45091,5,109326.93,9,-1,2,0,0,0,4024.134,0.0,40.0,1,0
25.0,4,385073.34,7,2,2,1,0,0,3454.151,0.0,40.0,1,0
48.406624,4,200529.27,5,-1,3,0,1,1,0.0,0.0,40.0,1,0
29.0,1,180655.05,10,-1,3,0,0,0,0.0,0.0,30.0,1,0
64.0,1,154842.31,7,2,2,1,0,0,0.0,0.0,40.0,1,0
24.0,4,250577.8,9,0,4,3,0,0,0.0,0.0,40.0,1,0
19.0,4,188303.3,10,0,2,3,0,0,0.0,0.0,20.0,1,0
57.0,4,100963.93,7,-1,2,0,0,1,0.0,0.0,40.0,1,0
53.0,4,189917.3,10,-1,3,0,0,0,0.0,0.0,50.0,1,0
26.0,2,117751.74,9,-1,5,3,0,0,0.0,0.0,40.0,1,0
47.0,2,149846.36,10,-1,3,2,0,0,0.0,0.0,40.0,1,0
41.0,4,292254.75,11,0,3,0,0,1,0.0,0.0,40.0,1,0
31.0,4,167721.25,9,2,2,1,0,0,0.0,0.0,40.0,1,0
29.0,5,311780.5,3,2,2,1,0,0,0.0,0.0,50.0,0,0
35.0,5,191060.56,8,0,1,0,0,1,0.0,0.0,36.0,0,0
25.0,4,116899.85,9,0,2,3,0,1,0.0,0.0,15.0,1,0
62.0,4,124057.7,13,2,6,1,0,0,0.0,0.0,40.0,1,0
19.0,4,298267.56,7,0,2,3,0,1,0.0,0.0,24.0,1,0
49.0,4,156515.4,9,-1,3,0,0,1,0.0,0.0,40.0,1,0
33.220673,4,112702.96,9,2,2,1,0,0,0.0,0.0,50.0,1,0
62.0,6,156660.89,9,2,6,1,0,0,0.0,0.0,87.134155,1,0
25.0,4,209099.7,13,0,6,3,0,0,0.0,0.0,20.0,1,0
41.0,4,390892.25,10,2,5,1,1,1,0.0,0.0,40.0,1,0
30.0,4,343170.2,4,2,3,1,1,0,0.0,1724.6108,40.0,1,0
62.759125,4,152221.9,9,-1,2,0,0,1,0.0,0.0,20.0,1,0
38.00932,4,220601.83,12,2,7,1,0,1,0.0,0.0,40.0,1,0
35.0,2,103984.28,13,0,6,0,0,1,0.0,0.0,29.184853,1,0
40.0,3,26137.658,8,0,2,2,-1,0,0.0,0.0,40.0,1,0
48.0,4,159120.8,5,0,3,2,0,1,0.0,0.0,46.570736,0,0
25.0,5,23179.697,9,2,2,1,0,0,0.0,0.0,40.0,1,0
31.0,4,105448.51,7,-1,2,0,0,0,0.0,0.0,40.0,1,0
53.0,4,131222.89,13,2,3,1,-1,0,0.0,0.0,13.813126,1,0
54.0,4,30530.584,10,-1,3,0,0,0,0.0,0.0,24.0,1,0
18.0,4,33814.906,9,0,2,3,0,1,0.0,0.0,20.0,1,0
47.0,5,32535.559,10,2,2,1,0,0,0.0,1746.1222,40.0,1,0
37.0,4,35919.566,12,0,2,2,0,1,0.0,1876.0,40.0,1,0
20.0,4,150632.81,3,0,2,3,0,1,0.0,0.0,40.0,0,0
32.0,4,178336.69,9,2,3,1,0,0,0.0,0.0,40.0,1,0
23.0,2,326058.53,12,0,3,0,0,0,0.0,0.0,40.0,1,0
38.0,4,208701.1,9,0,3,0,0,0,0.0,0.0,50.0,1,0
27.0,4,198314.88,9,-1,2,3,0,0,0.0,0.0,40.0,1,0
45.42458,4,45718.035,9,-1,3,0,0,1,0.0,0.0,40.0,1,0
33.0,4,120135.914,9,0,2,0,1,0,0.0,0.0,40.0,1,0
29.0,4,261948.14,13,-1,5,0,0,1,0.0,0.0,40.0,1,0
35.0,4,207647.98,9,2,2,1,0,0,0.0,0.0,45.0,0,0
54.0,1,236198.45,14,0,6,0,0,1,2495.153,0.0,45.0,1,0
20.0,4,158498.95,10,0,2,3,0,0,0.0,0.0,20.0,1,0
31.0,4,137597.36,9,0,3,0,0,1,2354.1497,0.0,45.0,1,0
48.0,4,205180.2,13,0,2,0,0,1,0.0,0.0,40.0,1,0
43.0,4,197087.8,9,-1,2,-1,0,1,0.0,0.0,40.0,0,0
26.0,4,67055.65,9,0,2,-1,0,0,0.0,0.0,60.0,1,0
58.0,4,35278.54,12,2,2,1,0,0,0.0,0.0,40.0,1,0
33.0,4,237164.78,10,0,3,0,0,0,0.0,0.0,40.0,1,0
39.0,4,105008.195,10,0,3,2,0,1,0.0,0.0,50.0,1,0
40.0,4,278379.88,8,-1,2,3,0,0,0.0,0.0,40.0,1,0
27.0,4,164751.31,10,2,2,1,0,0,0.0,0.0,40.0,1,0
26.0,4,294974.8,8,0,2,-1,-1,1,0.0,0.0,20.0,0,0
53.0,4,184200.92,9,2,3,1,0,0,0.0,0.0,48.0,1,0
31.0,4,205249.69,9,-1,2,0,0,0,0.0,0.0,60.0,1,0
31.0,4,202594.38,5,0,3,2,1,1,0.0,0.0,40.0,1,0
26.0,4,190864.6,7,-1,2,-1,0,0,0.0,0.0,40.0,1,0
17.0,4,107009.94,7,0,3,3,0,0,0.0,0.0,12.0,1,0
