estimate_of_risk,months_since_first_trade,months_since_last_trade,average_duration_of_resolution,number_of_satisfactory_trades,nr_trades_insolvent_for_over_60_days,nr_trades_insolvent_for_over_90_days,percentage_of_legal_trades,months_since_last_illegal_trade,maximum_illegal_trades_over_last_year,maximum_illegal_trades,nr_total_trades,nr_trades_initiated_in_last_year,percentage_of_installment_trades,months_since_last_inquiry_not_recent,nr_inquiries_in_last_6_months,nr_inquiries_in_last_6_months_not_recent,net_fraction_of_revolving_burden,net_fraction_of_installment_burden,nr_revolving_trades_with_balance,nr_installment_trades_with_balance,nr_banks_with_high_ratio,percentage_trades_with_balance,cond
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
86.0,259.05844,3.0,93.0,34.42261,0.0,0.0,100.0,-7.0,7.0,8.0,35.14034,1.0,37.0,0.0,0.0,0.0,18.0,60.276657,6.0,3.0,0.0,71.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
84.0,308.12112,4.0,147.57149,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,1.0,36.0,0.0,4.2177176,4.0,15.59097,-8.0,3.0,1.0,0.0,57.0,0.0
74.44636,442.8487,8.052091,73.687225,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,37.38288,0.0,48.08707,16.299984,0.0,0.0,63.1104,76.40101,3.0,2.0,1.0,78.0,0.0
72.489136,93.94659,3.0,33.877014,29.164196,0.0,0.0,100.0,-7.0,7.0,8.0,31.0,3.0,20.0,1.0,0.0,0.0,51.321106,-8.0,7.613079,1.0,1.0,75.0,0.0
83.0,277.15244,6.0,97.65857,26.806284,1.0,0.0,94.0,36.26182,6.0,5.0,34.266254,1.0,22.356512,0.0,0.0,0.0,6.0,74.67418,3.0,3.0,0.0,44.0,0.0
84.0,249.85237,2.0,98.71854,22.0,0.0,0.0,91.26934,27.637264,6.0,6.0,23.0,2.0,20.0,-7.0,0.0,0.0,2.7664273,-8.0,2.0,-8.0,0.0,40.0,0.0
84.0,308.7747,3.0,159.25018,29.902397,0.0,0.0,100.0,-7.0,6.0,8.0,23.0,1.5394887,13.0,-7.0,0.0,0.0,12.0,72.58417,11.0,2.0,0.0,75.0,0.0
76.0,143.67882,11.0,79.25419,15.218331,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,1.0,28.621616,0.0,1.784874,1.5904609,70.23289,-8.0,2.0,-8.0,3.3314059,44.0,0.0
71.0,273.04602,4.0,100.030136,41.75607,1.0,1.0,97.0,27.925135,6.0,4.78915,37.736862,2.0,35.184486,9.001871,0.0,0.0,31.650764,61.544178,5.0,5.6635747,1.0,59.377655,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
67.19137,155.86063,8.0,74.0,40.593044,2.0,2.2175758,100.0,-7.0,6.0,8.0,30.282248,0.0,20.0,0.0,1.0,1.0,52.93266,-8.0,4.0,1.0,2.0,35.741016,0.0
82.11224,232.42052,2.0,109.03252,37.258663,0.0,0.0,100.0,-7.0,7.0,8.0,40.36304,2.0,54.82516,0.0,1.0,1.0,29.621622,87.96216,3.0,4.0,1.0,64.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
71.0,275.6039,4.0,68.64204,29.0,0.0,0.0,100.0,-7.0,7.0,8.0,42.0,3.0,22.0,0.0,2.075852,2.0,50.84543,59.056694,4.0,1.0,2.0,40.0,0.0
65.70534,464.41495,8.0,85.27437,41.31192,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,1.0,18.0,2.9483213,5.0,4.0,50.932858,-8.0,6.0,1.0,0.0,80.714386,0.0
87.0,193.61281,4.642303,121.54394,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,2.0,32.668995,15.845852,0.0,0.0,4.0,-8.0,4.0,1.0,0.0,81.32012,0.0
63.80936,301.4607,16.791412,136.17693,17.0,0.0,0.0,73.383835,16.657934,6.0,6.0,23.0,0.0,14.0,0.0,1.0,1.0,56.57265,-8.0,7.0,-8.0,2.0,83.0,0.0
66.85788,181.30492,2.0,71.412926,33.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.138336,6.0,35.0,3.0,2.0,2.0,39.197746,36.346043,7.0230446,4.0,4.3555527,84.05842,0.0
72.0,241.55351,5.0,86.0,28.0,0.0,0.0,91.0,2.9348152,4.0,5.0,29.724754,1.0,41.907833,0.0,2.0,2.0,11.327647,-8.0,3.0,4.0,0.0,50.0,0.0
80.0,32.981472,4.0,78.93144,33.831528,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,3.0,27.0,5.2985115,0.0,0.0,11.0,86.99012,5.0,3.0,0.0,75.0,0.0
79.0,266.589,4.0,62.0,37.766945,0.0,0.0,100.0,-7.0,7.0,8.0,40.54649,1.0,40.0,0.0,1.0,1.0,13.858824,37.766567,2.0,2.0,0.0,50.0,0.0
71.0,310.6859,11.0,141.21216,36.846622,0.0,0.0,98.0,14.883005,4.0,6.0,43.872635,0.0,17.582565,0.0,1.0,2.0,23.0,57.09606,24.827858,2.0,3.0457942,71.0,0.0
71.662125,372.17886,40.908722,73.44256,16.934076,0.0,0.0,85.15549,1.0406609,1.1469344,6.0,16.0,0.0,29.0,-7.0,0.0,0.0,26.258863,-8.0,3.0,2.0,0.0,45.579124,0.0
73.0,412.72357,9.0,136.41843,38.476276,0.0,0.0,95.0,21.115131,6.0,6.0,43.534252,2.0,21.30255,3.0,3.0,2.0,14.0,-8.0,9.0,3.0,0.0,80.42159,0.0
72.93999,275.71194,5.0,84.42243,47.965843,0.0,0.0,91.25501,34.025036,6.0,6.0,53.679626,5.0,32.09642,0.0,2.0,2.0,42.386265,75.04779,2.0,21.068619,1.0,67.0,0.0
79.0,217.47717,16.102234,82.0,14.0,0.0,0.0,95.0,16.232811,6.0,6.0,16.0,1.0,16.0,0.0,0.0,0.0,3.0,-8.0,3.0,1.0,0.0,41.12138,0.0
86.0,218.51349,2.0,110.64898,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.320036,2.0,67.20599,20.202812,0.0,0.0,12.099197,60.653877,4.0,3.0,0.0,75.0,0.0
84.0,177.8363,12.0,76.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,0.0,40.0,0.0,1.9065408,2.0,0.0,64.524734,1.0,3.0,0.0,35.082085,0.0
84.0,156.20042,13.093864,68.22702,15.002865,0.0,0.0,100.0,-7.0,7.0,8.0,17.66626,0.0,27.0,0.0,0.0,0.0,24.253553,95.7416,2.0,2.0,0.0,44.0,0.0
65.0,374.40002,2.0,100.18675,45.97019,0.0,0.0,98.0,-9.0,6.0,6.0,51.237514,8.720897,33.742367,0.0,6.3412294,9.8458395,50.00191,-8.0,9.0,2.0,2.0,60.0,0.0
81.0,383.95416,7.0,125.188286,19.044304,0.0,0.0,96.0,40.025578,6.0,6.0,15.0,1.0,28.571299,15.961445,0.0,0.0,10.357184,61.529285,4.0,3.0,0.0,50.0,0.0
82.219406,154.27457,3.0,68.271866,73.16003,0.0,0.0,100.0,-7.0,7.0,8.0,80.764725,1.0,33.0,-7.0,2.0,2.0,3.0,-8.0,4.0,1.0,0.0,50.0,0.0
83.0,77.60279,37.381813,80.0,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.504766,0.0,31.958864,-9.0,0.0,0.0,29.076666,-8.0,3.0,-8.0,0.0,76.90922,0.0
-9.0,-9.0,-4.0469174,-9.0,-9.0,-6.4560094,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-6.5795527,-9.0,-8.521192,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
79.0,315.20026,1.0,67.77337,36.702,0.0,0.0,100.0,-7.0,7.0,8.0,57.086296,4.0,27.0,2.0,1.0,1.0,8.0,94.64356,8.363609,2.0,0.0,56.843964,0.0
63.0,276.22858,2.0,116.34462,21.0,1.0,0.0,72.40618,9.952415,6.0,5.0,24.0,1.0,62.922077,13.669341,0.0,0.0,57.79076,72.08206,3.0,4.0,4.1353993,75.0,0.0
88.18753,206.06525,13.0,96.0,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.169088,0.28106892,9.070858,7.0,0.0,0.0,4.0,-8.0,6.0,1.0,0.0,67.0,0.0
81.0,262.7331,4.0,102.76834,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,1.0,25.0,23.375713,0.0,0.0,48.90352,52.192993,2.0,2.0,1.0,71.0,0.0
-9.0,-9.0,1.0,-9.0,-9.0,0.0,0.0,-9.0,-7.5170813,-9.0,2.0,-9.0,0.0,0.0,-8.0,0.0,0.0,-8.550131,-8.224169,-9.0,-8.0,-9.0,13.725516,0.0
76.31005,150.19809,7.0,72.068245,34.02663,1.0,1.0,100.0,-7.0,7.0,8.0,34.89847,1.0,50.911964,0.0,0.0,0.0,3.425382,42.881287,2.0,4.0,0.0,60.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
88.0,327.47223,14.0,113.83982,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.0,0.0,-9.0,2.0,0.0,0.0,8.0,-8.0,2.0,-8.0,0.0,40.0,0.0
70.0,404.5093,2.0,86.80199,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,4.642179,39.066856,0.0,3.0,3.0,44.40142,-8.0,5.0,2.0,3.0,100.0,0.0
71.0,243.03171,13.094718,94.4561,8.430759,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,0.0,14.684456,-7.0,0.0,0.0,83.47921,-8.0,4.0,1.0,3.0,100.0,0.0
86.0,217.68532,34.41652,117.8474,16.0,0.0,0.0,89.187874,41.985878,6.0,6.0,19.0,0.0,24.0,0.0,0.0,0.0,3.0,-8.0,2.0,1.0,0.0,33.0,0.0
74.0,288.1241,3.0,91.9156,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,3.0,48.74428,0.0,1.0,1.0,56.226643,92.535866,6.0,2.0,1.1413924,80.64022,0.0
91.81894,263.45508,14.949801,121.19136,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.558914,0.0,23.311342,10.893436,0.0,0.0,3.0,-8.0,3.2342303,-8.0,0.0,42.996685,0.0
69.0,238.80217,1.9869481,56.562115,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,2.0,10.578371,0.0,2.0,1.0,69.30484,-8.0,3.0,-8.0,2.0,67.46528,0.0
79.169334,289.7659,12.0,82.0,18.204786,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,0.0,30.0,0.0,0.0,0.0,1.0,85.0,1.0,2.0,0.0,50.0,0.0
68.34134,151.7599,2.0,44.889385,17.0,1.0,1.0,100.0,-7.0,7.0,8.0,19.0,2.0,36.68178,0.0,0.0,0.0,59.237926,57.03265,2.0,3.0,1.0,100.0,0.0
78.0,194.42809,7.0,97.805405,14.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.7625885,0.0,43.82027,5.161072,0.0,0.0,43.624557,-8.0,4.0,2.0,1.0,100.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
81.0,164.5799,1.0,82.0,20.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,3.0,24.0,0.0,2.0,2.0,27.0,69.93113,2.0,3.0,0.0,71.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
79.0,237.79999,2.0,107.8361,19.873823,1.0,0.0,92.0,56.733837,6.0,5.0,20.0,2.0,49.61023,2.0,4.0,4.0,-3.7345679,-8.0,0.0,21.940363,0.0,75.0,0.0
84.0,194.22932,4.0,86.0,35.574112,0.0,0.0,100.0,-7.0,7.0,8.0,43.235233,2.0,2.6067142,21.881716,0.0,0.0,19.867218,38.560562,2.0,2.0,0.0,30.62058,0.0
65.53879,111.7883,4.0,39.507187,27.0,0.0,0.0,91.0,54.042084,6.0,5.0,23.0,1.0,15.0,1.0,0.0,0.0,54.659576,-8.0,7.0,1.0,1.5774759,74.73351,0.0
61.777466,170.27467,2.8351889,62.0,28.0,1.0,1.0,91.66876,9.826954,4.0,4.0,32.520493,3.0,60.012516,0.0,3.0,3.0,67.76346,76.49219,3.0,2.0,1.0,78.94171,0.0
66.6386,295.42392,2.8341935,79.32035,26.0,4.6013417,2.7327554,67.4748,23.121593,6.0,4.0,30.277792,1.0,18.58271,0.0,2.0,2.0,11.309107,-8.0,7.0,1.0,0.0,50.0,0.0
80.0,119.7076,2.0,44.877747,16.161541,0.0,0.0,96.0,8.950666,6.0,6.0,17.335136,4.0,20.652704,0.0,0.0,0.0,12.0,-8.0,3.0,1.0,0.0,36.827477,0.0
81.0,456.90482,2.0,79.0,45.966652,0.0,0.0,100.0,-7.0,7.0,8.0,50.024967,6.0,17.0,0.0,2.8262103,2.0,0.0,51.36159,3.0,2.0,0.0,14.310485,0.0
82.0,196.41246,11.0,86.739365,15.0,0.0,0.0,91.80136,26.427917,6.0,6.0,13.78199,0.0,42.0,0.0,0.0,0.0,8.1034155,-8.0,2.0,1.0,0.0,36.76362,0.0
77.0,187.85522,2.0,71.0,19.012995,1.0,1.0,92.0,22.670444,4.0,3.0,30.441973,2.0,30.861807,-8.0,0.0,0.0,12.317082,93.681816,2.0,2.0,0.0,71.0,0.0
67.0,111.38588,7.0,-9.0,14.328365,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,4.0,50.0,0.0,2.0,2.0,11.305081,94.04006,5.0,3.0,0.0,83.0,0.0
91.0,290.40176,6.0,123.74074,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.404488,0.0,25.0,0.0,0.0,0.0,2.0,-8.0,1.0,1.0,0.0,55.485928,0.0
77.0,177.19354,10.0,68.89522,19.0,3.3789356,3.585447,93.0,26.221436,6.0,5.0,22.0,1.0,43.28235,1.5901715,1.0,1.0,2.0,77.77864,1.0,2.0,0.0,50.0,0.0
87.0,128.45596,11.0,64.052055,8.394519,0.0,0.0,100.0,-7.0,7.0,8.0,7.0,0.0,47.0,0.0,0.0,0.0,1.0,-8.0,2.0,1.0,0.0,58.93284,0.0
68.0,124.89123,1.7714165,51.355747,29.0,2.0258496,2.4316556,97.0,78.73811,6.0,6.0,42.925922,5.0,22.006433,0.0,0.0,0.0,18.17137,90.24793,5.0,2.0,0.0,33.0,0.0
77.0,140.44041,16.430618,90.0,27.702171,2.0,1.0,92.13531,16.476904,6.0,2.541049,36.47779,0.0,22.633223,0.6013092,1.0,1.0,27.718119,51.26038,1.0,5.0,0.12844513,64.0,0.0
90.43995,170.63303,23.367104,82.896416,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,37.0,0.0,1.0,1.0,2.0,-8.0,2.0,-8.0,0.0,37.525322,0.0
87.71681,374.0191,3.0,91.19158,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.105978,1.5619105,31.42595,1.0,1.0,1.0,0.0,80.906624,2.0,4.044303,0.0,35.164875,0.0
67.0,127.864914,9.0,61.004555,16.96884,0.0,0.0,89.55263,13.296885,6.0,6.0,13.0,1.0,32.787415,3.8986633,1.0,1.5462204,32.52069,72.68983,4.0,2.0,1.0,77.07319,0.0
82.0,189.04565,3.0,88.478615,18.344175,0.0,0.0,96.0,38.555603,6.0,6.0,16.0,2.0,21.411474,2.0,2.0,2.0,28.46742,80.19076,2.0,2.0,0.0,92.85747,0.0
89.0,322.2759,4.0,102.0,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,19.61653,0.0,24.0,17.840061,0.0,0.0,9.0,-8.0,2.0,2.0,0.0,29.63091,0.0
82.0,210.83357,8.0,91.76606,38.490814,0.0,0.0,98.0,22.865057,6.0,6.0,39.39124,1.0,37.0,6.26337,1.0,1.0,0.0,56.332726,2.0,2.0,0.0,23.904346,0.0
79.59343,144.49991,4.0,62.0,16.974735,1.0,1.0,92.0,71.81559,6.0,5.0,22.0,1.0,25.0,0.0,2.0,2.0,2.0,-8.0,2.0,-6.501621,0.0,56.0,0.0
77.0,283.0032,36.299362,93.0,20.219507,0.0,0.0,91.3244,6.6015105,0.0,6.0,24.296614,0.0,25.0,0.0,0.0,0.0,3.026693,-8.0,6.0,1.0,0.0,71.0,0.0
73.0,66.518745,14.0,38.550903,4.387794,0.0,0.0,100.0,-7.0,7.0,8.0,2.8488138,0.0,62.26257,6.1110044,0.0,0.0,46.33671,-8.0,1.0,2.0,0.0,100.0,0.0
71.0,552.8285,7.0,113.34186,26.0,0.0,0.0,78.88406,2.0,6.0,6.0,19.0,1.0,20.159098,16.22746,0.0,0.0,7.0,-8.0,6.3379908,1.0,0.0,43.0,0.0
62.38746,134.30695,3.0,62.0,14.0,1.8360405,0.0,62.4306,13.430768,6.0,5.0,24.0,1.0,27.08579,-7.0,1.0,1.0,7.0,59.61992,3.0,4.0,0.0,80.0,0.0
74.0,121.89878,14.0,77.0,12.256636,0.0,0.0,89.60961,34.338104,6.0,6.0,11.418617,0.0,13.571324,0.0,2.0,2.0,42.611557,-8.0,5.0,-8.0,0.0,58.27229,0.0
61.804226,137.6134,4.0,52.10348,32.0,1.0,1.0,93.50511,69.380905,6.0,4.0,31.658009,4.0,26.104542,0.0,3.0,3.0,86.38918,83.214836,11.0,3.0,2.0,79.37485,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
75.1422,175.28992,4.0,65.0,46.76655,0.0,0.0,95.0,50.099434,6.0,6.0,42.951504,4.0,56.69681,0.0,1.0,1.0,34.748936,78.01191,2.0,4.7193937,0.0,83.0,0.0
76.0055,438.9586,13.0,267.16452,36.0,0.0,0.0,100.0,-7.0,7.0,8.0,40.51339,1.0,38.0,9.939304,0.0,0.0,50.37149,91.285446,6.0,3.0,5.1654096,50.635963,0.0
89.0,292.6622,17.191387,180.43787,10.02587,0.0,0.0,100.0,-7.0,7.0,8.0,5.734982,0.0,19.0,-7.0,0.0,0.0,10.820015,-8.0,2.0,-8.0,0.0,44.0,0.0
79.0,387.20197,11.0,113.50608,31.414017,1.3582622,0.0,97.0,43.03562,6.0,4.0,38.64816,2.0,33.0,1.0,1.0,1.0,18.71191,-8.0,4.0,3.0,0.0,40.0,0.0
73.987015,175.92535,4.0,67.0,24.0,0.0,0.0,89.46687,24.282513,6.0,6.0,20.0,1.0,37.0,21.341476,0.0,0.0,6.0,-8.0,1.0,2.0,0.0,42.712505,0.0
88.0,339.3691,28.113022,129.03761,14.0,0.0,0.0,98.0,-7.0,4.0,6.0,11.899268,0.0,75.07775,0.0,0.0,0.0,7.0,-8.0,2.0,1.0,0.0,80.0,0.0
60.59284,121.8393,4.0,68.0,12.0,2.0,1.0,62.49451,14.551302,6.0,3.3386884,14.8571,1.0,46.19924,0.0,0.0,0.0,31.63125,-8.0,3.0,1.0,0.0,58.639423,0.0
67.0,79.402664,3.0,57.024506,5.1940284,2.0,1.0,65.13721,13.157945,4.0,5.0,7.4577594,5.0,35.871876,0.0,1.0,1.0,13.061418,75.59796,3.0,2.0,0.0,67.0,0.0
82.63577,145.38875,1.8604585,71.0,15.0,0.0,0.0,91.531044,33.667988,6.0,6.0,4.2314878,2.0,20.376274,0.0,0.0,0.0,1.0,95.909706,1.0,2.0,0.0,37.82522,0.0
84.0,161.80537,17.0,122.101875,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,24.0,0.0,2.0,2.0,4.6001773,-8.0,1.0,-8.0,0.0,17.633898,0.0
88.0,66.340256,24.047295,90.92332,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,17.0,0.0,10.134553,-8.0,0.0,0.0,9.0,-8.0,2.0,1.0,0.0,44.915813,0.0
