estimate_of_risk,months_since_first_trade,months_since_last_trade,average_duration_of_resolution,number_of_satisfactory_trades,nr_trades_insolvent_for_over_60_days,nr_trades_insolvent_for_over_90_days,percentage_of_legal_trades,months_since_last_illegal_trade,maximum_illegal_trades_over_last_year,maximum_illegal_trades,nr_total_trades,nr_trades_initiated_in_last_year,percentage_of_installment_trades,months_since_last_inquiry_not_recent,nr_inquiries_in_last_6_months,nr_inquiries_in_last_6_months_not_recent,net_fraction_of_revolving_burden,net_fraction_of_installment_burden,nr_revolving_trades_with_balance,nr_installment_trades_with_balance,nr_banks_with_high_ratio,percentage_trades_with_balance,is_at_risk
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
78.44114,130.91351,17.19313,50.166656,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.863031,0.0,50.0,0.0,0.0,0.0,41.227642,74.0,4.0,5.4597297,0.0,71.62627,0.0
80.0,315.2015,20.0,121.66115,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.192572,0.0,19.0,-7.0,0.0,0.0,58.55954,-8.0,1.0,1.0,0.0,100.0,0.0
74.0,142.13092,14.043402,107.401405,3.1448233,0.20939384,0.0,70.67246,34.336132,6.0,5.0,8.159276,0.0,15.440628,-8.0,0.0,0.0,31.567404,-8.0,4.0,-8.0,0.0,100.0,0.0
84.0,224.49913,9.0,96.0,13.0,0.0,0.0,96.0,22.086142,4.586319,6.0,10.0,1.0,57.606,13.767254,0.0,0.0,0.0,58.076454,1.0,1.0,0.0,33.0,0.0
81.0,138.23172,9.0,58.256565,18.0,0.0,0.0,88.52462,32.47999,6.0,6.0,19.0,1.0,46.246395,0.0,0.0,0.0,22.0,54.56545,1.0,3.0,0.0,56.0,0.0
73.0,253.32791,3.0,62.801373,27.04639,0.0,0.0,100.0,-7.0,7.0,8.0,27.439177,4.0,31.280222,0.0,1.0,2.0,39.47117,117.55742,7.0,4.3530655,1.1843259,64.0,0.0
62.0,272.7939,2.0,81.174835,50.647167,0.0,0.0,96.64738,37.194637,6.0,6.0,38.0,6.0,47.753147,0.0,4.0,4.0,56.60961,82.169685,13.610585,22.45274,4.0,100.0,0.0
70.0,195.7982,4.0,78.60349,14.475397,1.9915967,1.0,77.39909,18.57868,6.0,6.0,8.0,3.0,24.412703,-7.0,1.0,1.0,23.855457,-0.22842364,3.0,2.0,0.0,40.928196,0.0
74.57798,131.14432,2.0,51.542496,14.0,0.0,0.0,91.0,19.988758,6.0,6.0,16.0,3.0,57.430267,0.0,2.0,2.0,10.0,-8.0,2.0,2.0,1.0,75.0,0.0
77.99771,77.40761,7.6872506,44.70553,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,3.0,27.0,0.0,1.0,1.0,23.234488,90.66934,1.0,3.0,0.0,66.356865,0.0
80.0,137.6849,7.366406,49.74008,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,16.085505,2.0,25.545414,21.845463,0.0,0.0,19.0,41.77392,2.0,1.0,0.0,43.96872,0.0
86.29213,125.72738,5.0,84.0,24.089165,0.0,0.0,100.0,-7.0,7.0,8.0,43.149982,2.9376397,28.949068,-7.0,0.0,0.0,6.0,-8.0,3.0,2.0,0.0,39.797474,0.0
79.0,352.03018,7.0,120.41128,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,43.791348,2.0,17.0,2.0,0.0,0.0,25.42092,74.0,6.3239894,1.0,1.0,57.48867,0.0
81.0,329.0587,14.662108,125.8029,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,26.0,0.0,18.45264,3.0,1.0,1.0,9.338775,29.196238,7.0,1.0,1.0,68.96545,0.0
77.0,266.31265,2.0,74.0,38.65626,0.0,0.0,97.0,23.488876,6.0,6.0,54.194027,2.6231835,63.683792,0.0,0.0,0.0,29.038967,32.00826,4.0,2.0,0.0,67.0,0.0
59.960224,129.42801,2.0,-9.0,29.594778,0.0,0.0,92.12132,-7.0,4.0,6.0,35.5775,10.142009,41.707497,0.0,4.0,4.0,5.0,92.17816,4.0,7.4115033,0.0,100.0,0.0
87.0,274.83545,7.5693808,101.15706,26.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.795815,2.0,20.0,0.0,3.4873197,3.0,2.8321707,74.0,4.0,2.7681918,0.0,47.0,0.0
84.0,256.85373,19.70664,72.91096,21.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.459095,0.0,24.0,3.0,0.0,0.0,2.0,-8.0,2.0,1.0,0.0,42.35632,0.0
86.0,317.82968,23.352167,121.74645,9.552508,0.0,0.0,100.0,-7.0,7.0,8.0,11.036482,0.0,27.0,0.0,0.0,0.0,15.0,55.84287,1.0,1.0,0.0,100.0,0.0
89.0,435.68362,12.992246,140.38191,13.539016,0.0,0.0,100.0,-7.0,7.0,8.0,16.238726,1.0,24.28193,3.0,0.0,0.0,4.1694074,-8.0,2.0,1.0,0.0,50.0,0.0
87.0,-9.0,7.0,123.83297,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,-9.0,0.0,54.895157,0.0,0.0,0.0,10.0,19.407442,2.0,2.0,0.0,79.84941,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
78.0,72.01061,15.0,53.194622,17.350069,0.0,0.0,100.0,-7.0,7.0,8.0,19.0,0.0,32.066277,0.0,1.0,1.2402952,5.0,74.04779,2.0,2.0,0.0,80.0,0.0
68.0,149.2326,6.0,60.424065,15.0,0.0,0.0,79.09559,10.609676,4.0,6.0,15.0,2.0,29.17652,0.0,1.0,1.0,26.0,56.84003,3.5021334,2.0,1.0,60.54445,0.0
80.0,170.0051,8.0,80.0,51.682713,0.0,0.0,98.0,2.9590282,6.0,6.0,43.797855,1.0,17.483646,0.0,0.0,0.0,8.449327,-8.0,9.0,4.0,0.0,57.492653,0.0
80.0,166.4886,-9.0,90.0,54.23841,0.0,0.0,100.0,-7.0,6.0,8.0,57.951294,4.0,25.0,0.0,4.0,4.0,31.0,75.75091,8.0,1.0,1.0,63.0,0.0
68.0,89.58977,9.0,52.458656,8.0,1.0,1.0,89.0,43.44869,6.0,3.0,10.849251,1.0,53.113434,0.0,1.0,1.0,66.29148,73.53776,1.0,1.0,0.0,57.451195,0.0
85.0,405.64484,2.4762096,94.64864,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,29.20591,2.0,27.0,-7.0,0.0,0.0,12.0,68.79554,4.0,3.0,0.0,61.23855,0.0
78.0,207.53201,3.0,71.0,31.0,0.0,0.0,92.324875,36.67871,6.0,6.0,43.8102,1.0,33.37248,7.0,1.0,1.0,16.454796,-8.0,7.308444,2.0,0.0,62.123547,0.0
-9.0,-9.0,-9.0,33.81752,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
77.0,478.81732,45.44002,152.9354,11.0,1.0,1.0,100.0,-7.0,7.0,8.0,13.0,0.0,0.0,3.0,0.0,0.0,46.325867,-8.0,5.0,1.0,0.0,78.0,0.0
82.0,26.61235,10.0,120.87966,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,-9.0,2.0,28.0,1.1805091,0.0,0.0,32.35996,80.91833,4.0,3.0,0.0,83.0,0.0
80.0,341.7141,9.0,93.34138,25.0,0.0,0.0,100.0,-7.0,7.0,8.0,22.0,3.0,18.042553,0.0,3.0,3.0,17.0,32.792927,4.0,2.0,0.0,63.0,0.0
84.0,127.11948,2.0,63.58346,30.333916,0.0,0.0,100.0,-7.0,7.0,8.0,43.761726,1.0,21.0,-7.0,1.0,1.0,3.0,78.77566,1.0,3.0,0.0,39.0103,0.0
91.30192,363.6657,12.0,129.45647,33.08663,0.0,0.0,100.0,-7.0,7.0,8.0,40.106106,0.0,13.722615,-7.0,0.0,0.0,0.0,-8.0,1.0,1.0,0.0,6.8164086,0.0
81.0,331.78046,8.0,86.0,29.0,0.0,0.0,93.922714,29.444843,6.0,6.0,39.91914,1.0,33.0,-6.6529336,1.0,1.0,6.477325,62.576923,4.0,2.0,0.0,55.569992,0.0
79.33858,235.18782,4.0,110.49631,32.57105,0.0,0.0,100.0,-7.0,7.0,8.0,29.412035,1.0,25.0,0.0,0.0,0.0,35.0,-8.0,7.0,2.0,0.0,64.0,0.0
89.75395,304.0492,13.0,86.45346,38.80814,0.0,0.0,100.0,-7.0,7.0,8.0,41.869495,1.0,38.917778,12.799239,0.0,0.0,7.8231454,-8.0,1.0,1.0,0.0,34.98297,0.0
72.0,171.12096,7.0,54.688496,16.0,1.0,1.0,86.0,42.254185,6.0,2.0,17.0,5.0,33.0,1.0,1.0,1.0,33.116814,97.67282,4.0,2.0,0.0,54.661015,0.0
74.0,424.9123,8.0,122.32913,19.0,0.0,0.0,100.0,45.44443,6.0,6.0,23.0,1.0,52.069504,0.0,0.0,0.0,61.226658,60.0,7.0,3.0,1.0,69.38967,0.0
81.0,189.37126,8.0,79.08732,37.590202,0.0,0.0,100.0,-7.0,7.0,8.0,41.4537,2.0,33.0,0.0,1.0,1.0,15.0,46.806152,7.1407075,2.0,1.0,67.99386,0.0
60.331467,369.01578,5.0,87.94243,40.81326,1.0,0.0,85.50135,42.921944,6.0,5.0,42.64694,4.0,16.0,-8.0,0.0,0.0,58.57516,92.2635,13.330361,3.0,2.0,75.0,0.0
67.0,260.2575,3.0,85.938034,20.0,0.5282906,0.0,96.0,15.928932,4.0,5.0,23.0,5.0,31.66996,0.0,3.3628771,3.0,34.15516,85.19449,5.0,7.5999036,0.0,57.0,0.0
66.0,345.8144,2.0,142.22647,31.34586,1.3154753,1.0,100.0,-7.0,0.035748586,8.0,47.575504,1.0,64.32849,0.0,1.0,1.0,13.305307,-8.0,5.0,2.0,0.0,71.12585,0.0
91.0,191.87415,44.030098,196.50484,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,8.656587,3.0,-8.0,0.0,57.0,0.0
84.0,242.85373,17.729443,76.84248,30.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.308744,0.0,23.939163,0.0,0.0,0.0,2.0,-8.0,3.0,2.0,0.0,64.52548,0.0
87.0,153.1135,15.99305,73.94311,19.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,0.0,50.0,6.589335,0.0,0.0,4.0,58.32695,1.0,3.6147778,0.0,49.23097,0.0
81.0,151.0086,8.0,62.955105,40.0,0.0,0.0,100.0,-9.0,7.0,8.0,50.10882,2.0,39.36356,4.0,0.0,0.0,7.034898,89.54146,3.0,8.313822,0.0,53.0138,0.0
55.553402,222.00107,8.0,124.41459,4.5553703,7.0134335,3.31326,46.08006,10.126937,4.0,3.0,4.94132,1.0,18.0,0.0,0.8984689,1.0,67.14604,80.46266,3.0,1.0,0.0,100.0,0.0
58.95166,125.023186,17.897985,30.281477,8.0,0.0,0.0,77.35965,-7.0,2.857276,6.0,13.0,1.0,63.88323,0.0,1.0,1.0,54.46439,60.876194,2.0,2.0,0.0,70.83434,0.0
79.0,213.99406,3.0,127.81571,22.0,0.0,0.0,86.61572,-7.0,4.0,6.0,12.251026,1.0,21.26196,1.0,0.0,0.0,8.0,-8.0,3.0,1.0,0.0,40.0,0.0
70.0,157.50504,5.0,48.064,4.4698505,1.0,1.0,77.08523,9.289465,6.0,3.4609537,10.008765,1.0,36.0,0.0,1.0,1.0,6.0,83.95046,1.0,-8.0,0.0,30.640562,0.0
82.0,99.606,9.0,84.71468,24.0,0.0,0.0,100.0,-7.0,6.0,7.0,18.996017,1.0,27.0,0.0,4.0,4.0,6.0,-8.0,3.0,1.0,0.0,59.020084,0.0
77.2728,315.39886,4.0,95.09767,37.70726,0.0,0.0,99.424515,37.405083,6.0,6.0,38.196465,1.0,50.0,-8.0,0.0,0.0,41.55678,72.54573,6.0,4.0,1.0,78.0,0.0
87.810936,380.33194,12.0,144.15413,15.0,0.0,0.0,88.49573,10.83777,6.0,6.0,10.753113,0.0,40.236988,6.743589,0.0,0.0,5.0,-8.0,1.0,-8.0,0.0,17.772924,0.0
80.0,99.37845,6.0,84.25799,19.0,0.0,0.0,92.70963,19.030706,6.0,6.0,13.621569,3.0,32.91282,10.0,0.0,0.0,17.530262,-8.0,5.0,-8.0,0.0,67.0,0.0
84.0,188.45079,18.05139,79.35989,18.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,0.0,14.313519,0.0,0.0,0.0,4.0,-8.0,2.0,-8.0,0.0,38.84313,0.0
65.0,-9.0,3.0,-3.1015646,17.614674,0.0,0.0,100.0,-7.0,7.0,8.0,9.39327,5.0,29.0,0.0,14.580098,16.841228,69.083595,152.27774,3.5186934,2.0,1.0,75.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
80.0,181.95668,3.0,50.705032,10.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,3.0,35.124428,0.0,0.0,0.0,2.0,63.13912,2.0,1.0,0.0,56.0,0.0
92.077,179.23248,63.33566,90.53118,-9.0,0.0,0.0,100.0,-7.0,7.0,8.0,0.0,0.0,20.0,-7.0,0.0,0.0,2.0,-8.0,1.0,1.0,0.0,83.0,0.0
68.0,286.89297,5.0,114.55928,20.804844,2.0,2.2817035,90.0,-3.6846676,4.0,-9.0,22.0,2.0,45.258,0.0,2.0,2.0,8.236498,79.83709,4.0,3.0,0.0,75.93977,0.0
89.0,158.24295,3.0,71.0,22.111855,0.0,0.0,100.0,-7.0,7.0,8.0,14.476472,2.0,25.0,14.110258,0.0,0.0,4.0,-8.0,3.0,1.0,0.0,43.0,0.0
68.0,303.18332,2.0,101.6177,20.0,1.8879045,2.0,100.0,-7.0,7.0,8.0,28.0,2.0,33.0,0.0,0.0,0.0,0.0,92.0,1.0,2.0,0.0,33.0,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
87.532814,430.5362,30.743746,158.15388,13.593942,0.0,0.0,100.0,-7.0,7.0,8.0,25.0,0.0,26.0,-7.0,0.0,0.0,9.954873,33.425404,2.0,1.0,0.0,53.096504,0.0
63.688343,229.83725,11.0,92.54947,18.0,3.0,2.0,79.44035,14.569246,4.0,3.964871,23.0,0.0,46.766537,0.0,0.0,0.0,78.84515,-8.0,2.0,5.0,1.0,100.0,0.0
77.0,336.7965,2.0,91.49927,47.60117,0.0,0.0,100.0,-7.0,7.0,8.0,40.694695,1.0,21.707478,1.0,5.0,4.732216,8.40598,3.9724154,4.0,2.0,0.0,29.075665,0.0
-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0
69.46721,120.13505,5.0,49.568687,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,24.0,5.0,38.0,0.0,4.0,4.0,46.82732,60.163727,5.0,3.0,1.0,67.0,0.0
80.04899,157.41383,28.842924,103.65384,14.825233,0.0,0.0,92.0,19.365953,6.0,6.0,24.0,0.0,14.0,21.980852,0.0,0.0,26.014235,-8.0,2.0,1.0,0.0,50.0,0.0
72.0,199.76646,3.7543528,74.48535,28.136105,1.0,0.0,91.04407,29.677881,6.0,4.149501,32.0,3.6050282,35.066578,0.0,0.0,0.0,6.0,82.66944,3.0,4.0,0.0,56.827465,0.0
89.248116,257.9723,9.0,84.0,4.0232296,0.0,0.0,100.0,-7.0,7.0,8.0,6.0,1.0,27.239864,4.0,0.0,0.0,5.0,-8.0,1.0,1.0,0.0,36.640495,0.0
84.0,234.77315,6.0,101.640495,30.0,0.0,0.0,100.0,-7.0,6.0,8.0,35.0,1.0,31.0,-7.157372,0.0,0.0,24.056349,40.66187,4.0,2.0,1.0,73.05141,0.0
70.45767,184.91508,6.0,89.31249,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,31.325829,4.0,19.0,0.0,0.0,0.0,45.92832,-8.0,4.0,1.0,2.0,60.0,0.0
69.37519,304.19656,-9.0,65.085945,12.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,2.0,30.0,0.0,3.0,2.0,61.671467,42.26628,3.0,1.0,1.4464337,50.0,0.0
89.0,530.4505,3.0,119.020546,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,30.0,1.0,15.0,-7.0,0.0,0.0,3.0,68.363556,2.0,1.0,0.0,40.0,0.0
64.668274,407.82837,2.0,101.03922,37.145573,0.0,0.0,93.0,37.75063,6.0,6.0,38.0,3.0,32.261093,0.0,2.0,2.0,92.43859,55.29952,7.0,3.0,9.146353,78.19152,0.0
79.517105,264.80374,5.0,118.456894,28.0,0.0,0.0,92.0,71.64197,6.0,6.0,27.0,1.0,16.156216,23.983078,0.0,0.0,11.480724,48.20246,1.0,2.0,0.0,34.276012,0.0
61.39122,182.44572,9.370683,76.0,34.672512,0.0,0.0,90.0,18.52887,4.1819177,6.0,34.0,1.0,61.765297,3.0,0.0,0.0,71.1006,55.83099,6.0,2.0,1.0,87.849236,0.0
86.0,165.23048,13.0,93.0,16.0,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,0.0,26.0,6.0,0.0,0.0,14.0095005,-8.0,3.0,1.0,0.0,50.0,0.0
74.70868,127.32752,29.406834,45.39931,10.501685,1.0,0.0,93.0,27.360405,6.0,5.0,10.032348,0.0,42.01355,0.0,0.0,0.0,13.68246,-8.0,1.0,1.0,0.0,86.0,0.0
87.0,322.83435,7.0,121.43538,25.237394,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,1.0,12.215957,-8.0,0.0,0.0,1.0,-8.0,4.0,2.0,0.0,40.0,0.0
73.0,482.50436,2.0,166.98755,26.011915,0.0,0.0,93.0,9.755887,4.0,6.0,31.591444,2.0,50.0,1.0,3.0,3.0,18.4589,-8.0,5.0,4.3609676,1.0,60.0,0.0
76.0,132.20558,15.187122,29.266394,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,10.0,0.0,17.109247,0.0,0.0,0.0,47.488503,31.896145,3.0,1.0,0.0,86.0,0.0
71.0,192.41608,3.0,59.49641,28.0,0.0,0.0,92.0,78.70107,6.0,6.0,22.0,2.0,18.650274,0.0,0.0,0.0,48.87344,68.55466,6.0,2.0,1.0,50.0,0.0
62.7348,-3.5191836,2.0,65.778786,18.0,0.0,0.0,92.0,56.302593,6.0,6.0,17.45736,1.0,29.0,-7.0,3.0,3.0,83.240204,82.0,7.506557,2.0,2.0,91.567955,0.0
69.0,199.75552,11.0,68.2468,12.0,0.0,0.0,82.47545,18.237003,6.0,6.0,14.0,0.0,32.285835,0.0,0.0,0.0,7.0,68.0,2.0,2.0,1.0,44.0,0.0
80.0,170.25182,4.0,101.85614,40.0,0.0,0.0,94.0,8.751871,4.0,6.0,26.041323,3.0,17.0,0.0,0.0,0.0,3.0,82.0,6.0,2.0,0.0,36.127808,0.0
81.0,88.75327,2.0,55.55555,19.605412,0.0,0.0,100.0,-7.0,7.0,8.0,18.0,4.0,54.949295,4.6474714,4.0,3.0,2.0,42.318985,3.0,2.0,0.0,59.922855,0.0
86.0,173.39606,3.2308252,64.90822,9.34497,0.0,0.0,100.0,-7.0,7.0,8.0,15.0,2.0,14.388493,4.0,1.0,2.0,8.390597,-8.0,3.0,-8.0,0.0,71.0,0.0
83.0,125.47925,8.199186,77.0,25.0,1.0,0.0,96.0,38.745193,6.0,3.0,20.22659,1.0,15.0,22.320942,0.0,0.0,17.553488,-8.0,2.0,1.0,0.0,40.0,0.0
81.84117,205.97485,5.0,74.671005,27.0,0.0,0.0,100.0,-7.0,7.0,8.0,28.0,4.0,39.587868,0.0,3.0,3.0,6.179125,-8.0,2.0,1.0,0.0,75.0,0.0
69.89426,214.18921,3.0,82.667564,22.0,0.0,0.0,100.0,-7.0,7.0,8.0,20.0,1.0,21.0,15.56512,1.0,1.0,80.44145,46.6451,7.474175,2.0,2.0,83.0,0.0
87.0,314.67914,35.129307,108.952774,9.0,0.0,0.0,100.0,-7.0,7.0,8.0,12.0,0.0,33.91031,3.0,0.0,0.0,4.0,19.67102,1.0,1.0,0.0,50.0,0.0
89.093414,180.70168,3.0,93.0,38.175865,0.0,0.0,100.0,-7.0,7.0,8.0,40.584846,2.0,18.0,-7.0,0.0,0.0,2.0457723,25.485651,3.0,1.0,0.0,25.0,0.0
84.0,190.57849,9.0,72.0,47.609573,0.0,0.0,100.0,-7.0,7.0,8.0,34.0,2.0,28.0,0.0,2.0,2.0,2.3120415,-8.0,3.0,2.0,0.0,37.06279,0.0
68.0,140.48718,7.8909435,27.759222,13.783633,1.0,0.0,91.0,41.267117,6.0,5.0,16.0,1.0,41.0,0.0,4.0,3.0,5.0,65.83028,2.0,2.0,0.0,89.91892,0.0
82.0,200.15823,4.0,86.0,21.602423,0.0,0.0,92.0,33.644928,6.0,6.0,22.86669,1.0,15.483071,3.0,0.0,0.0,8.0,95.13778,4.0,1.0,0.0,43.958115,0.0
68.0,155.35992,4.0,55.751247,21.0,0.0,0.0,86.0,15.023818,6.0,6.0,36.66238,5.0,33.242863,0.0,0.0,0.0,10.43632,53.868217,3.0,2.0,0.0,53.050285,0.0
76.38968,104.98056,7.0,56.984596,32.0,0.0,0.0,100.0,-7.0,7.0,8.0,34.63509,2.0,26.0,-7.0,0.0,0.0,14.983894,40.908653,3.0,3.8599248,1.0,42.245586,0.0
77.382744,378.85312,15.591779,140.48965,9.41092,1.0,1.0,88.57451,10.439615,6.0,5.0,12.0,0.0,25.0,-7.0,0.0,0.0,13.703606,-8.0,1.0,1.2535018,0.0,45.846996,0.0
88.0,217.17274,10.0,150.57574,28.0,0.0,0.0,100.0,-7.0,7.0,8.0,38.0,0.0,26.0,0.0,0.0,0.0,3.0,-8.0,4.0,1.0,0.0,40.81779,0.0
91.22749,390.6693,20.346224,117.50523,12.468532,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,0.0,20.0,5.0,0.0,0.0,3.681623,-8.0,2.0,1.0,0.0,63.0,0.0
67.048195,319.43915,20.0,137.26007,12.51385,1.0,0.0,80.45025,10.5484705,4.0,5.0,14.0,0.0,54.09419,0.0,0.0,0.0,20.412905,74.0,1.0,2.0,0.0,75.0,0.0
85.0,70.40078,4.0,54.29584,13.0,0.0,0.0,100.0,-7.0,7.0,8.0,14.0,1.0,29.0,0.0,4.0,3.9113636,7.6664767,38.553394,2.0,1.0,0.0,50.0,0.0
81.859924,298.0355,17.910776,135.82304,16.843676,0.0,0.0,100.0,-7.0,7.0,8.0,13.0,0.0,45.81827,-7.0,0.0,0.0,44.114567,-8.0,4.0,2.0,1.0,71.173035,0.0
70.36013,124.676254,4.0,83.0,14.313089,0.0,0.0,90.77405,9.600772,6.0,6.0,8.510166,3.0,33.293114,0.0,1.0,1.0,14.0,86.830376,3.671961,1.0,0.0,63.95319,0.0
84.0,323.18762,12.0,82.887184,23.0,0.0,0.0,100.0,-7.0,7.0,8.0,23.0,0.0,25.0,-8.0,0.0,0.0,8.0,80.964905,5.0,1.0,0.0,57.0,0.0
74.0,136.54553,1.0,38.194527,15.0,0.0,0.0,100.0,-7.0,7.0,8.0,27.0,2.0,33.0,2.0,3.0,3.0,31.408636,60.0,2.0,2.0,0.0,43.0,0.0
